textid,words,sylls,ltrvec,perf,isrhymed
512,me me woe so here eare mine thine done won be thee before store,e e oe o ere eare ine ine one on e ee ore ore,A A B B C D E E F F A A G G,1 1 1 1 1 0 1 1 1 0 1 1 1 1,1
513,past last behold old me be braue gaue againe entertaine peake bleake,ast ast old old e e ue ue aine aine eake eake,A A B B C C D D E E F F,1 1 1 1 1 1 1 1 0 0 0 0,1
514,lead bred tell excell time prime,ead ed ell ell ime ime,A A B B C C,1 0 1 1 1 1,1
515,write recite newes vse madrid forbid beare feare know showe,ite ite ewes e adrid orbid eare eare ow owe,A A B C D E F F G G,1 1 0 1 0 0 0 0 1 1,0
516,height weight translated amated extort report words affords while defile hill quill,eight eight ated ated ort ort ords ords ile ile ill uill,A A B B C C D D E E E F,1 1 0 0 1 1 0 0 1 1 0 0,1
517,deale commonweale pen men still ill fate precipitate vent spent shall fall,eale eale en en ill ill ate ate ent ent all all,A A B B C C D D E E F F,0 0 1 1 1 1 1 1 1 1 1 1,1
518,i prophesie goe ouerthrow hell rebell race face stay way about out,i ie oe ow ell ell ace ace ay ay out out,A B C C D D E E F F G G,0 1 1 1 1 1 1 1 1 1 1 1,1
519,i elegie delight democrite grieue beleeue she be all fall take make,i ie ight ite ue ue e e all all ake ake,A B C C D D B B E E F F,0 1 1 1 1 1 0 0 1 1 1 1,1
520,behind find now alow man wanne bin inne state gate growne sowne,ind ind ow ow an anne in inne ate ate owne owne,A A B B C D E F G G H H,1 1 1 1 1 0 1 0 1 1 0 0,1
521,make almanacke gaule authenticall be see ride tid spite light lay way wit sit,ake acke aule all e ee ide id ite ight ay ay it it,A B C D E E F F G G H H G G,1 0 0 1 1 1 1 0 1 1 1 1 0 0,1
522,saue graue see me bewaile raile inforce remorse hight write,ue ue ee e aile aile orce orse ight ite,A A B B C C D D E E,1 1 1 0 0 0 1 1 1 1,1
523,behold tould make vndertake that at see me,old ould ake ake at at ee e,A A B B C C D D,1 0 1 1 1 1 1 0,1
524,yore restore yeare here ashamd namd liud depriud quit writ,yore ore eare ere amd amd iud iud uit it,A B C D E E F F G G,0 1 0 1 0 0 0 0 0 1,0
525,pen men prise vice true adue,en en ise ice ue ue,A A B B C C,1 1 1 1 1 1,1
526,all call spend end stand hand beseech leech be thee lies suffice,all all end end and and eech eech e ee ies ice,A A B B C C D D E E F G,1 1 1 1 1 1 1 1 1 1 0 1,1
527,teare heare oares rores paines chaines thereto do neede seede,eare eare ares ores ines ines o o eede eede,A A B C D D E E F F,0 0 1 0 0 0 1 1 0 0,1
528,be shee spight affright chuse refuse thereby cruelty thirst first strewe yewe,e ee ight ight use use y y irst irst ewe yewe,A A B B C C A A D D E F,1 1 1 1 1 1 0 0 1 1 0 0,1
529,bayes these againe entertaine among song sayd ayde neglected reflected flye necessitie muse accuse,ayes ese aine aine ong ong ayd ayde ected ected ye ie use use,A B C C D D E F G G H H I I,0 1 0 0 1 1 0 0 0 0 0 0 1 1,1
530,blame shame agen then stronger longer debate fate foule controule thee thee breath death,ame ame en en er er ate ate oule oule ee ee eath eath,A A B B C C D D E E F F G G,1 1 1 1 0 0 1 1 0 0 1 1 1 1,1
531,sky light eye right name praise same raise is proud bliss loud,y ight ye ight ame aise ame aise is oud iss oud,A B A B C D C D E F G F,1 1 1 1 1 1 1 1 1 1 1 1,1
532,impart heart sat aspire gat nigher become fed room led weep said sleep obeyed wrong song,art eart at ire at er ome ed oom ed eep aid eep eyed ong ong,A A B C B C D E F E G E G E H H,1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1,1
533,rest lap breast hap cloud such shroud touch snake ensue forsake flew me be,est ap east ap oud uch oud ouch ake ue ake ew e e,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 0 1 1 1 1 1 1,1
534,queen began seen man before compare store are sun days won delays esteem seem,een an een an ore are ore are un ays on ays eem eem,A A A A B C B C D E D E F F,1 0 1 0 1 1 1 1 1 0 0 0 1 1,1
535,wild both child wroth smile spear beguile were replied more tried before prove love,ild oth ild oth ile ear uile ere ied ore ied ore ove ove,A B A B C D C D E F E F G G,1 1 1 1 1 1 0 1 0 1 0 1 1 1,1
536,tied hand espied command smile kiss beguile this frown be down me thrall call,ied and ied and ile iss uile is own e own e all all,A B A B C D C D E F E F G G,0 1 0 1 1 1 0 0 1 1 1 1 1 1,1
537,see was me pass seen much been such were are wear care own known,ee as e ass een uch een uch ere are ear are own own,A B A C D E D E F F F F G G,1 1 0 1 1 1 1 1 1 0 1 0 1 1,1
538,heart deny depart die life must strife just love eyes remove lies undone son,eart y art ie ife ust ife ust ove eyes ove ies one on,A B A B C D C D E F E G H H,1 1 1 1 1 1 1 1 1 0 1 0 1 0,1
539,steel tossed feel frost move rent love sent flame heat shame entreat find kind,eel ossed eel ost ove ent ove ent ame eat ame eat ind ind,A B A B C D C D E F E F G G,1 0 1 0 1 1 1 1 1 1 1 1 1 1,1
540,asleep away weep say son alone done gone need lies decreed eyes me thee,eep ay eep ay on one one one eed ies eed eyes e ee,A B A B C C C C D E D F B B,1 1 1 1 1 0 0 0 1 0 1 0 1 0,1
541,boy blind destroy find take betrayed make affrayed skill queen still seen gives lives,oy ind oy ind ake ayed ake ayed ill een ill een ives ives,A B A B C D C D E F E F G G,1 1 1 1 1 0 1 0 1 1 1 1 0 0,1
542,saw three shaw be pride gods ride odds compare mild rare smiled full trull,aw ee aw e ide ods ide odds are ild are iled ull ull,A B A B C D C E F G F G H H,1 1 1 0 1 0 1 0 1 1 1 1 1 1,1
543,thing aspire king higher toss renown loss crown thought bliss naught kiss me thee,ing ire ing er oss own oss own ought iss aught iss e ee,A B A C D E D E F G F G H H,1 1 1 0 1 1 1 1 1 1 0 1 1 1,1
544,entreat denied heat tried hear obey fear lay face dwelled place held eyes defies,eat ied eat ied ear ey ear ay ace elled ace eld eyes ies,A B A B C D C D E F E F G H,1 0 1 0 1 1 1 1 1 0 1 0 0 0,1
545,made light shade sight take breath awake death stay depart pay heart fan won,ade ight ade ight ake eath ake eath ay art ay eart an on,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 1 1 1 1 0,1
546,shine pride divine guide descry live eye give muse blame choose flame eyes arise,ine ide ine uide y ive ye ive use ame oose ame eyes ise,A B A B C D C D E F E F G H,1 1 1 0 1 1 1 1 1 1 0 1 0 1,1
547,friend had send glad affrayed more stayed before clasp die gasp lie call all,iend ad end ad ayed ore ayed ore asp ie asp ie all all,A B A B C D C D E F E F G G,1 1 1 1 0 1 0 1 1 1 1 1 1 1,1
548,shore spring before bring night seas sight ease end done send begun thee be,ore ing ore ing ight eas ight ease end one end un ee e,A B A B C D C E F G F G H H,1 1 1 1 1 0 1 1 1 1 1 0 1 0,1
549,thine dear mine swear tears love fears remove view own true known grief belief,ine ear ine ear ars ove ars ove iew own ue own ief ief,A B A B C D C D E F E F H H,1 1 1 1 0 1 0 1 0 1 1 1 1 1,1
550,kiss laid this staid recall return thrall burn bold heart hold part kiss this,iss aid is aid all urn all urn old eart old art iss is,A B A B C D C D E F E F A A,1 1 0 1 1 1 1 1 1 1 1 1 1 0,1
551,began jealousy won be love white remove quite wear content fear spent disease please,an y on e ove ite ove uite ear ent ear ent ease ease,A B A C D E D E F G F G H H,1 1 0 1 1 1 1 0 1 1 1 1 1 1,1
552,grove songs strove wrongs harm far charm debar child took smiled look wrong tongue,ove ongs ove ongs arm ar arm ar ild ook iled ook ong ue,A B A B C D C D E F E F G H,1 0 1 0 1 1 1 1 1 1 1 1 1 1,1
553,begun good won blood beset end beget send life thee rife be wroth both,un ood on ood et end et end ife ee ife e oth oth,A B A B C D C D E F E F G G,1 1 0 1 1 1 1 1 1 1 1 0 1 1,1
554,fan light wan bright sun kissed done missed bare kiss care bliss sun done,an ight an ight un issed one issed are iss are iss un one,A B A B C D C D E F E F C C,1 1 1 1 1 0 0 0 1 1 1 1 1 0,1
555,bed prey fled stay told me hold be made change fade strange near hear,ed ey ed ay old e old e ade ange ade ange ear ear,A B A B C D C D A E A E F F,1 1 1 1 1 1 1 1 0 1 0 1 1 1,1
556,skies love arise move snow change know strange pride he guide she fair bright air light is this,ies ove ise ove ow ange ow ange ide e uide e air ight air ight is is,A B A B C D C D E F E F G H G H I I,0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1,1
557,wind boughs bind vows vine ground repine found content joy spent annoy alone gone,ind ughs ind ows ine ound ine ound ent oy ent oy one one,A B A C D E D E F G F G H H,1 0 1 0 1 1 1 1 1 1 1 1 1 1,1
558,swim woe dim snow heat burn great turn this love bliss remove be me,im oe im ow eat urn eat urn is ove iss ove e e,A B A B C D C D E F E F H H,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
559,fall die thrall dry asunder away under decay retire rise aspire despise end friend,all ie all y er ay er ay ire ise ire ise end iend,A B A B C D C D E F E F G G,1 1 1 1 0 1 0 1 1 1 1 1 1 0,1
560,sleep dear keep were light sweet sight meet best be rest me feed indeed,eep ear eep ere ight eet ight eet est e est e eed eed,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
561,seas crown ease frown sing obey fling say turn skies burn eyes move love,eas own ease own ing ey ing ay urn ies urn eyes ove ove,A B C B D E D E F G F H I I,0 1 1 1 1 1 1 1 1 0 1 0 1 1,1
562,voice sound rejoice found gold air bold fair breaks check speaks beck are care,oice ound oice ound old air old air aks eck aks eck are are,A B A B C D C D E F E F D D,1 1 1 1 1 1 1 1 0 1 0 1 1 1,1
563,spend toss end loss love steel remove feel die increase deny cease me be,end oss end oss ove eel ove eel ie ease y ease e e,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
564,love praise move raise art found heart found doom flame room became live give,ove aise ove aise art ound eart ound oom ame oom ame ive ive,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
565,life flame strife same burn love turn prove are tears care wears increase cease,ife ame ife ame urn ove urn ove are ars are ars ease ease,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 0 1 0 1 1,1
566,kiss strive bliss deprive sight away right decay pride be divide disagree gone none,iss ive iss ive ight ay ight ay ide e ide ee one one,A B A B C D C D E D E D G G,1 1 1 1 1 1 1 1 1 1 1 0 1 1,1
567,wind rain mind vain surpass exceed was feed blow consume show perfume me be,ind ain ind ain ass eed as eed ow ume ow ume e e,A B A B C D E D F G F G H H,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
568,be find agree mind speak lie break try care grief fare relief heart smart,e ind ee ind eak ie eak y are ief are ief eart art,A B A B C A C A D E D E F F,1 1 1 1 1 0 1 0 1 1 1 1 1 1,1
569,oath please wroth ease pause delay cause nay filled repine killed mine repent content,oath ease oth ease ause ay ause ay illed ine illed ine ent ent,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 0 1 0 1 1 1,1
570,crave love save remove night dyed might divide possessed live rest give sun begun,ave ove ave ove ight yed ight ide essed ive est ive un un,A B A B C D C E F G F G H H,1 1 1 1 1 0 1 1 0 1 0 1 1 1,1
571,saw disdain awe obtain frown eyes crown replies content known sent own impart heart,aw ain awe ain own eyes own ies ent own ent own art eart,A B C B D E D F G D G D H H,1 1 0 1 1 0 1 0 1 1 1 1 1 1,1
572,had son glad undone might see right be strive frown alive crown try die,ad on ad one ight ee ight e ive own ive own y ie,A B A B C D C D E B E B D D,1 1 1 0 1 1 1 0 1 0 1 0 0 0,1
573,end pay rend footway flame be came free gain foretell slain dwell bless possess,end ay end ay ame e ame ee ain ell ain ell ess ess,A B A B C B C B E F E F G G,1 1 1 1 1 1 1 0 1 1 1 1 1 1,1
574,love command move land take blow make row eyes fill arise kill cross loss,ove and ove and ake ow ake ow eyes ill ise ill oss oss,A B A B C D C D E F G F H H,1 1 1 1 1 1 1 1 0 1 1 1 1 1,1
575,gone dark alone mark gold east told beast possess sun distress begun keep asleep,one ark one ark old east old east ess un ess un eep eep,A B A B C D C D E A E A F F,1 1 1 1 1 1 1 1 1 0 1 0 1 1,1
576,complain unkind slain find fair smile air beguile eyes flame despise name dispense offense,ain ind ain ind air ile air uile eyes ame ise ame ense ense,A B A B C D C D E F G F H H,1 1 1 1 1 1 1 0 0 1 1 1 0 0,1
577,west portend unrest end sun set run let meant rise spent eyes dark mark,est end est end un et un et eant ise ent eyes ark ark,A B A B C D C D E F E G H H,1 1 1 1 1 1 1 1 0 1 1 0 1 1,1
578,remains found gains wound clad feed had bleed cold heart hold smart weep keep,ins ound ins ound ad eed ad eed old eart old art eep eep,A B A B C D C D E F E F G G,0 1 0 1 1 1 1 1 1 1 1 1 1 1,1
579,sun voice done noise shine shroud decline allowed gone before moan store slack lack,un oice one oise ine oud ine owed one ore oan ore ack ack,A B A C D E D E A F A F G G,1 1 0 1 1 1 1 0 0 1 0 1 1 1,1
580,ran web fan fled smell refined dwell repined saw gone awe none see thee,an eb an ed ell ined ell ined aw one awe one ee ee,A B A C D E D E F A G A H H,1 0 1 1 1 0 1 0 1 0 0 0 1 1,1
581,disdain wrong pain long fair strive despair alive tears truth wears ruth me thee,ain ong ain ong air ive air ive ars uth ars uth e ee,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 0 0 0 0 1 1,1
582,own said known afraid praise fame raise same told forever bold never me thee,own aid own aid aise ame aise ame old er old er e ee,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 0 1 0 1 1,1
583,serve round reserve abound eyes sweet defies meet chaste bow placed awe pelf herself,erve ound erve ound eyes eet ies eet aste ow aced awe elf elf,A B A B C D E D F G F H I I,1 1 1 1 0 1 0 1 1 1 1 0 1 1,1
584,live shine give divine hair pale fair pale heart holds smart folds bliss this,ive ine ive ine air ale air ale eart olds art olds iss is,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 0 1 0 1 0,1
585,thought bought prove love state hate cause laws choose muse doubt out hidden forbidden try cry believe grieve smile while change strange reason treason dame shame view untrue love prove,ought ought ove ove ate ate ause aws oose use oubt out en en y y ieve ieve ile ile ange ange on on ame ame iew ue ove ove,A A B B C C D D E E F F G G H H I I J J K K L L M M N O B B,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1,1
586,meant relent thought naught be me brook forsook still ill,eant ent ought aught e e ook ook ill ill,A A B B C C D D E E,1 1 1 0 1 1 1 1 1 1,1
587,crave deceive done won me thee love prove spent meant cross loss friend end keep weep chide tried,ave eive one on e ee ove ove ent eant oss oss iend end eep eep ide ied,A B C C D D E E F F G G H H I I J J,1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1,1
588,shore begun before won chide replied,ore un ore on ide ied,A B A B C C,1 1 1 0 1 1,1
589,plain tell cyclopswain mell,ain ell ain ell,A B A B,1 1 1 1,1
590,seem disgrace esteem race tame came,eem ace eem ace ame ame,A B A B A A,1 1 1 1 0 0,1
591,child allied beguiled decried clown eye crown deny,ild ied uiled ied own ye own y,A B C B D E D E,1 0 0 0 1 0 1 0,1
592,say be play me beard one afeard none,ay e ay e eard one eard one,A B A B C D C D,1 1 1 1 1 1 1 1,1
593,love commend prove end,ove end ove end,A B A B,1 1 1 1,1
594,bear scorn fear born plain shore obtain before tell excel,ear orn ear orn ain ore ain ore ell el,A B A B C D C D E E,1 1 1 1 1 1 1 1 1 1,1
595,spite groom white doom fed red,ite oom ite oom ed ed,A B A B C C,1 1 1 1 1 1,1
596,crave view have sue harp sharp,ave iew ave ue arp arp,A B A B D D,1 0 1 1 1 1,1
597,clown say frown bray sound repeat ground beat bore play more they smile beguile,own ay own ay ound eat ound eat ore ay ore ey ile uile,A B A B C D C D E B E B F F,1 1 1 1 1 1 1 1 1 1 1 1 1 0,1
598,known own,own own,A A,1 1,1
599,boast speed coast need do too oak spoke,oast eed oast eed o oo oak oke,A B A B C C D D,1 1 1 1 1 1 1 1,1
600,untrue blind new kind love prove,ue ind ew ind ove ove,A B A B C C,1 1 1 1 1 1,1
601,flit betrayed sit obeyed view untrue,it ayed it eyed iew ue,A B A C D E,1 0 1 0 0 1,2
602,dies lives denies gives unkind find,ies ives ies ives ind ind,A B A B C C,0 0 0 0 1 1,1
603,sweet long unmeet wrong all fall,eet ong eet ong all all,A B A B C C,1 1 1 1 1 1,1
604,show are know care sport short,ow are ow are ort ort,A B A B C C,1 1 1 1 1 1,1
605,bold well told tell smart heart,old ell old ell art eart,A B A B C C,1 1 1 1 1 1,1
606,proud done loud begun move love,oud one oud un ove ove,A B A B C C,1 1 1 0 1 1,1
607,see much be such strife life,ee uch e uch ife ife,A B A B C C,1 1 0 1 1 1,1
608,sky heard cry debarred give live,y eard y arred ive ive,A B A B C C,1 1 1 0 1 1,1
609,bold wise cold ice she be,old ise old ice e e,A B A B C C,1 1 1 1 1 1,1
610,slay oft say soft bold hold,ay oft ay oft old old,A B A B C C,1 1 1 1 1 1,1
611,heat burn great turn brew cherryred,eat urn eat urn ew ed,A B A B C D,1 1 1 1 1 1,1
612,small gold tall fold waist waste,all old all old aist aste,A B A B C C,1 1 1 1 0 0,1
613,span all wan pale make take,an all an ale ake ake,A B A C D D,1 1 1 1 1 1,1
614,sky was tie pass ply die,y as ie ass y ie,A B A C A A,1 1 1 1 1 1,1
615,sad short glad sport stay away,ad ort ad ort ay ay,A B A B C C,1 1 1 1 1 1,1
616,respect had effect sad sport short,ect ad ect ad ort ort,A B A B C C,1 1 1 1 1 1,1
617,mind speak kind break jest blest,ind eak ind eak est est,A B A B C C,1 1 1 1 1 1,1
618,run have begun have deny die,un ave un ave y ie,A B A B C C,1 1 1 1 1 1,1
619,down lay frown away smile beguile,own ay own ay ile uile,A B A B C C,1 1 1 1 1 0,1
620,kiss sleep this keep take awake,iss eep is eep ake ake,A B A B C C,1 1 0 1 1 1,1
621,gone wait alone deceit moan gone,one ait one eit oan one,A B A C A A,1 1 1 1 0 1,1
622,gave again crave remain cry die,ave ain ave ain y ie,A B A B C C,1 1 1 1 1 1,1
623,part remove heart love again remain,art ove eart ove ain ain,A B A B C C,1 1 1 1 1 1,1
624,both fare loth care renew sue,oth are oth are ew ue,A B A B C C,1 1 1 1 1 0,1
625,sent gold meant bold kiss bliss,ent old eant old iss iss,A B A B C C,1 1 0 1 1 1,1
626,this well kiss tell swore before,is ell iss ell ore ore,A B A B D D,1 1 1 1 1 1,1
627,love vow remove you bliss kiss,ove ow ove ou iss iss,A B A C D D,1 1 1 0 1 1,1
628,friend all send call be me,iend all end all e e,A B A B C C,1 1 1 1 1 1,1
629,pain heart gain smart,ain eart ain art,A B A B,1 1 1 1,1
630,surmount eyes count skies,ount eyes ount ies,A B A C,1 0 1 0,2
631,spend destroy send enjoy,end oy end oy,A B A B,1 1 1 1,1
632,obey ease delay please,ey ease ay ease,A B A B,1 1 1 1,1
633,long obtain wrong pain,ong ain ong ain,A B A B,1 1 1 1,1
634,enjoy heard annoy deferred,oy eard oy erred,A B A B,1 1 1 1,1
635,fly burn dry turn,y urn y urn,A B A B,1 1 1 1,1
636,same kiss blame this,ame iss ame is,A B A B,1 1 1 0,1
637,years release fears cease,ars ease ars ease,A B A B,0 1 0 1,1
638,reap shore leap before,eap ore eap ore,A B A B,1 1 1 1,1
639,distress time less prime,ess ime ess ime,A B A B,1 1 1 1,1
640,end friend,end iend,A A,1 0,1
641,maiden mother laden other sire hand require stand least grief increased relief cruel fuel,en er en er ire and uire and east ief eased ief uel uel,A B A B C D C D E F E F G G,1 0 1 0 1 1 0 1 1 1 1 1 0 0,1
642,eye aspiring reply desiring ark light dark night it sun it done sight light,ye ing y ing ark ight ark ight it un it one ight ight,A B A B C D C D D E D E D D,0 1 0 1 1 1 1 1 0 1 0 0 1 1,1
643,her him her him me arms me charms offer neglecting proffer detecting bay away,er im er im e arms e arms er ing er ing ay ay,A B A B C D C D A E A E F F,0 1 0 1 1 0 1 0 0 1 0 1 1 1,1
644,see rife knife be three strife life we born grow sworn foe heart part,ee ife ife e ee ife ife e orn ow orn oe eart art,A B B A A B B A C D C D E E,1 1 1 0 1 1 1 0 1 1 1 1 1 1,1
645,stand joys hand annoys guilt words wilt affords bound near confound appear give live,and oys and oys uilt ords ilt ords ound ear ound ear ive ive,A B A B C D C D E F E F G G,1 0 1 0 1 0 1 0 1 1 1 1 1 1,1
646,pains ken contains men deaths face breaths disgrace hell alone cell moan be me,ins en ins en aths ace aths ace ell one ell oan e e,A B A B C D C D E F E F G G,0 1 0 1 0 1 0 1 1 1 1 0 1 1,1
647,heart decay art allay lord yield tafford field hope thought scope nought cry die,eart ay art ay ord ield ord ield ope ought ope ought y ie,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
648,me grace me case me expected me neglected fire death sire breath kill spill,e ace e ase e ected e ected ire eath ire eath ill ill,A B A B A C A C D E D E F F,1 1 1 1 1 0 1 0 1 1 1 1 1 1,1
649,tainted moved fainted proved grace beauty apace duty one be moan thee denial trial,ainted oved ainted oved ace y ace y one e oan ee ial ial,A B A B C D C D E D E D G G,1 0 0 0 1 1 1 1 1 1 0 0 0 0,1
650,desire high aspire sky thee fear terrify appear glory increaseth sorry ceaseth spring sing,ire igh ire y ee ear y ear y eth y eth ing ing,A B A B B C B C B D B D E E,1 1 1 1 0 1 1 1 1 0 1 0 1 1,1
651,blow discontent grow spent fire made retire fade thee wear cruelty bear assigned mind,ow ent ow ent ire ade ire ade ee ear y ear igned ind,A B A B C D C D E F E F G H,1 1 1 1 1 1 1 1 1 1 0 1 0 1,1
652,annoy heart joy smart cares break fares weak them host them boast face grace,oy eart oy art ares eak ares eak em ost em oast ace ace,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 1 1 0 1 1,1
653,fire flame aspire frame waves shore graves evermore hart life smart knife compare care,ire ame ire ame aves ore aves ore art ife art ife are are,A B A B C D C D E F E F G G,1 1 1 1 0 1 0 1 1 1 1 1 1 1,1
654,eyes muse arise abuse face it apace it me sorrow me tomorrow withal gall,eyes use ise use ace it ace it e ow e ow al all,A B C B D E D E F G F G H H,0 1 1 1 1 1 1 1 1 1 1 1 1 0,1
655,misery song felicity long history mind sorry blind me most thee lost amain again,y ong y ong y ind y ind e ost ee ost ain ain,A B A B A C A C A E A E F F,1 1 1 1 1 1 1 1 1 1 0 1 1 1,1
656,reward kindness regard blindness crieth pity dieth ditty me moaning me groaning heart smart,ard ess ard ess ieth y ieth y e ing e ing eart art,A B A B C D C D E F E F G G,1 1 1 1 0 1 0 1 1 1 1 1 1 1,1
657,praise stroke plays broke afraid hand dismayed stand heard it marred it page assuage,aise oke ays oke aid and ayed and eard it arred it age uage,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 1 0 1 1 0,1
658,assuage smile rage beguile me forget cruelty let me gone perplexity moan maketh mistaketh,uage ile age uile e et y et e one y oan eth eth,A B A B D E D E D F D F G G,1 1 1 0 1 1 0 1 1 1 0 0 0 0,1
659,verse it rehearse it bewail moved fail loved sees depainted knees fainted choose lose,erse it earse it ail oved ail oved ees ainted ees ainted oose ose,A B C B D E D E F G F G H H,1 1 0 1 1 0 1 0 1 0 1 0 1 0,1
660,express me less me bringeth procured singeth inured blind love mind reprove store more,ess e ess e eth ured eth ured ind ove ind ove ore ore,A B A B C D C D E F E F G G,1 1 1 1 0 0 0 0 1 1 1 1 1 1,1
661,be fame he name strength fall length all high aspire i desire agree be,e ame e ame ength all ength all igh ire i ire ee e,A B A B C D C D E F G F A A,1 1 1 1 1 1 1 1 1 1 0 1 1 1,1
662,boy breast destroy opprest pain born entertain forlorn ease thee displease me part heart,oy east oy est ain orn ain orn ease ee ease e art eart,A B A B C D C D E F E F G G,1 1 1 0 1 1 1 1 1 1 1 0 1 1,1
663,heart heart heart heart heart heart heart heart heart heart heart heart heart heart,eart eart eart eart eart eart eart eart eart eart eart eart eart eart,A A A A A A A A A A A A A A,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
664,drown shore town therefore resolved care involved prepare behold speak bold break case face,own ore own ore olved are olved are old eak old eak ase ace,A B A B C D C D E F E F G G,1 1 1 1 0 1 0 1 1 1 1 1 1 1,1
665,sotted deceived allotted bereaved still days kill decays so things go kings text next,otted eived otted eaved ill ays ill ays o ings o ings ext ext,A B A C D E D E F G F G H H,0 0 0 0 1 0 1 0 1 0 1 0 1 1,1
666,net taken get mistaken flame flight same delight pry seat thereby great die i,et en et en ame ight ame ight y eat y eat ie i,A B A B C D C D E A E A E F,1 1 1 1 1 1 1 1 1 1 1 1 1 0,1
667,beast ground least wound state mine fate shine feet afraid street decayed fall all,east ound east ound ate ine ate ine eet aid eet ayed all all,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
668,divine clay pine away life aggrievance rife chance thee restingplace me grace grave have,ine ay ine ay ife ance ife ance ee ace e ace ave ave,A B A B C D C D B E B E F F,1 1 1 1 1 1 1 1 0 1 0 1 1 1,1
669,languish you anguish you you power you hour you you you you enclosed opposed,uish ou uish ou ou er ou our ou ou ou ou osed osed,A B A B B C B C B B B B E E,1 1 1 1 1 1 1 1 0 0 0 0 0 0,1
670,drowned distilled frowned willed allotten part forgotten smart him moaning him groaning air fair,owned illed owned illed en art en art im ing im ing air air,A B A B C D C D E F E F G G,0 0 0 0 1 1 1 1 1 1 1 1 1 1,1
671,praise best rays blest closed treasure disclosed measure feet queen sweet been shew woe,aise est ays est osed ure osed ure eet een eet een ew oe,A B A B C D C D E F E F G H,1 1 1 1 0 1 0 1 1 1 1 1 1 1,1
672,have rest grave least sent comfortless repent feebleness recover retained lover disdained increased ceased,ave est ave east ent ess ent ess er ained er ained eased eased,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 0 0 0 0 0 0,1
673,see lookingglass cruelty pass betrayed known bewrayed alone head face dead disgrace known one,ee ass y ass ayed own ayed one ead ace ead ace own one,A B A B C D C D E B E B D D,1 1 0 1 0 1 0 0 1 0 1 0 1 0,1
674,delight stray night allay not me not me fools time cools climb climb time,ight ay ight ay ot e ot e ols ime ols imb imb ime,A B A B C D C D E F E F F F,1 1 1 1 1 1 1 1 0 1 0 0 0 1,1
675,time air climb fair age lours rage hours lasted near blasted appear this is,ime air imb air age urs age urs asted ear asted ear is is,A B A B C D C D E B E B F F,1 1 0 1 1 0 1 0 0 1 0 1 1 1,1
676,tongue unfeigned among pained desire breast aspire rest descend mother wend smother lie sky,ue eigned ong ained ire east ire est end er end er ie y,A B C D E F E F G H G H I I,1 0 1 0 1 1 1 0 1 0 1 0 1 1,1
677,lilies garden is warden spices roses devices incloses delight move plight love place grace,ies en is en es es es es ight ove ight ove ace ace,A B C B D D D D E F E F G G,0 1 1 1 0 0 0 0 1 1 1 1 1 1,1
678,face tongue grace long behold love bold prove power reproving lower moving raised praised,ace ue ace ong old ove old ove er ing er ing aised aised,A B A C D E D E F G F G H H,1 1 1 1 1 1 1 1 0 1 0 1 0 0,1
679,gold seen hold been die white sky bright three adore be evermore behind mind,old een old een ie ite y ight ee ore e ore ind ind,A B A B C D C D C E C E F F,1 1 1 1 1 1 1 1 0 1 0 1 1 1,1
680,bliss hope miss ope heart smiles smart wiles joy pain destroy again force remorse,iss ope iss ope eart iles art iles oy ain oy ain orce orse,A B A B C D C D E F E F G G,1 1 1 1 1 0 1 0 1 1 1 1 1 1,1
681,face lies place eyes enclosed me imposed me fast most waste lost remain pain,ace ies ace eyes osed e osed e ast ost aste ost ain ain,A B A C D E D E F G F G H H,1 0 1 0 0 1 0 1 1 1 0 1 1 1,1
682,wonder remaineth under gaineth joy night boy sight stone chain alone disdain be me,er eth er eth oy ight oy ight one ain one ain e e,A B A B C D C D E F E F G G,0 0 0 0 1 1 1 1 1 1 1 1 1 1,1
