textid,words,sylls,ltrvec,perf,isrhymed
642,wake new partake view ache true cause pause,ake ew ake iew ache ue ause ause,A B A B C B D D,1 1 1 0 0 0 1 1,1
643,eye what why sat sigh chat gave grave,ye at y at igh at ave ave,A B A B A B C C,0 1 0 1 0 1 1 1,1
644,not away spot day forgot lay weaning meaning,ot ay ot ay ot ay ing ing,A B A B A B C C,1 1 1 1 1 1 1 1,1
645,harp instrument sharp bent warp resent song strong,arp ent arp ent arp ent ong ong,A B A B A B C C,1 1 1 1 1 1 1 1,1
646,wall theme all dream call stream brain rain,all eme all eam all eam ain ain,A B A B A B C C,1 1 1 1 1 1 1 1,1
647,quick arose sick foes shriek dose rave save,uick ose ick oes iek ose ave ave,A B A B D B E E,0 1 1 1 0 1 1 1,1
648,sense face intense retrace pretence place her ever,ense ace ense ace ence ace er er,A B A B A B C C,0 1 0 1 0 1 0 0,1
649,last show past know cast slow black lack,ast ow ast ow ast ow ack ack,A B A B A B C C,1 1 1 1 1 1 1 1,1
650,within might sin light wherein blight above love,in ight in ight ein ight ove ove,A B A B C B D D,1 1 1 1 1 1 1 1,1
651,her made bear laid were staid well dwell,er ade ear aid ere aid ell ell,A B C B C B D D,0 1 1 1 1 1 1 1,1
652,bare away there clay fair say seas cyclades,are ay ere ay air ay eas ades,A B A B A B C D,1 1 1 1 1 1 0 0,1
653,song islander long her wrong err danger avenger,ong er ong er ong err er er,A B A B A B B B,1 0 1 0 1 0 0 0,1
654,sad shelf mad myself add elf tack back,ad elf ad elf add elf ack ack,A B A B A B C C,1 1 1 1 1 1 1 1,1
655,confined he mind sea wind lee em sigaeum,ined e ind ea ind ee em eum,A B A B A B C D,0 1 0 1 0 1 1 1,1
656,is sea achilles contrary is be protesilaus us,is ea illes y is e aus us,A B C B A B D E,1 1 0 0 1 1 0 1,1
657,name plain same remain fame again walls crawls,ame ain ame ain ame ain alls awls,A B A B A B C D,1 1 1 1 1 1 0 0,1
658,there uncouth stare youth bear mouth religion phrygian,ere outh are outh ear outh ion ian,A B A B A B C D,1 1 0 1 1 1 0 0,1
659,emerge slave surge grave urge gave information situation,erge ave urge ave urge ave ion ion,A B A B A B C C,1 1 1 1 1 1 0 0,1
660,appeard fact heard act reard attackd pirate rate,eard act eard act eard ackd ate ate,A B A B A C D D,1 1 1 1 1 0 1 1,1
661,party case he face hearty grace demeanour tenor,y ase e ace y ace our or,A B C B A B D E,1 1 1 1 1 1 1 1,1
662,story impresario promontory mario hurry salario song long,y io y io y io ong ong,A B A B A B C C,1 0 1 0 1 0 1 1,1
663,old life cold wife behold strife cicogna bologna,old ife old ife old ife a a,A B A B A B C C,1 1 1 1 1 1 0 0,1
664,nini all pelegrini carnival zecchini paul dancer answer,i all i al i aul er er,A B A B A C D D,0 1 0 0 0 0 0 0,1
665,like there strike fair pike air vigour figure,ike ere ike air ike air our ure,A B A B A B C C,1 1 1 0 1 0 1 0,1
666,set basin yet in get in perplex sex,et in yet in et in ex ex,A B A B A B C C,1 1 0 1 1 1 1 1,1
667,affectation bellow education fellow relation mellow believe recitative,ion ow ion ow ion ow ieve ive,A B A B A B C C,0 1 0 1 0 1 1 0,1
668,upon siryou one new man too lugo go,on ou one ew an oo o o,A B A B A B B B,1 0 0 1 1 1 0 0,1
669,forgot conceit jot sweet lot street breathe teeth,ot eit ot eet ot eet eathe eeth,A B A B A B C D,1 1 1 1 1 1 1 1,1
670,recital crew all threw all blue sun one,al ew all ew all ue un one,A B A B A B C C,1 1 0 1 0 0 1 0,1
671,dardanelles firman spells can cells man couple constantinople,elles an ells an ells an ouple ople,A B C B C B D E,0 1 0 1 0 1 0 0,1
672,out female doubt male scout male age visage,out ale oubt ale out ale age age,A B A B A B C C,1 1 1 1 1 1 1 1,1
673,chaind hate paind fate crossgraind debate oath both,aind ate aind ate aind ate oath oth,A B A B A B C C,0 1 0 1 0 1 1 1,1
674,romagnole ancona soul donna coal shone dower power,ole a oul a oal one er er,A B A B A C D D,1 0 0 0 1 1 0 0,1
675,him command dim hand limb withstand brittle little,im and im and imb and e e,A B A B A B C C,1 1 1 1 0 1 1 1,1
676,enquire true desire two fire few ordeal real,uire ue ire o ire ew eal eal,A B C B C B E E,0 1 1 1 1 1 1 1,1
677,description youth exception truth soon sooth is families,ion outh ion uth oon ooth is ies,A B A C D B E F,0 1 0 0 1 0 1 0,2
678,yielding page fielding age wielding wage cant shant,ing age ing age ing age ant ant,A B A B A B C C,1 1 1 1 1 1 1 1,1
679,squabble peace rabble cease able lease long song,e eace e ease able ease ong ong,A B A B C B D D,1 1 1 1 0 1 1 1,1
680,distance fame existence name assistance same grow snow,ance ame ence ame ance ame ow ow,A B C B A B D D,1 1 1 1 1 1 1 1,1
681,nominal lust all dust all just tomb rome,al ust all ust all ust omb ome,A B A B A B C C,1 1 0 1 0 1 1 0,1
682,dead tomb fled doom read gloom beneath death,ead omb ed oom ead oom eath eath,A B A B A B C C,1 1 0 1 1 1 1 1,1
683,afternoon heroboy soon foix hewn destroy face base,oon oy oon oix ewn oy ace ase,A B A C D B E E,1 1 1 0 0 1 1 1,1
684,laid solemn paid column decayd volume earth birth,aid emn aid umn ayd ume earth irth,A B A C D E F F,1 1 1 0 0 1 1 1,2
685,cemented defiled vented soild lamented wild known alone,ented iled ented oild ented ild own one,A B A C A B D D,0 0 0 0 0 0 1 0,1
686,smoke thought woke sought broke brought passion fashion,oke ought oke ought oke ought ion ion,A B A B A B C C,1 1 1 1 1 1 0 0,1
687,was contemplative pass give glass live em poem,as ive ass ive ass ive em oem,A B C B C B D E,1 1 1 1 1 1 1 0,1
688,books sex looks annex cooks wrecks be tea,oks ex oks ex oks ecks e ea,A B A B A B C C,0 1 0 1 0 1 1 1,1
689,more darling bore starling swore snarling lottery coterie,ore ing ore ing ore ing y ie,A B A B A B C C,1 1 1 1 1 1 1 1,1
690,blue sky you why hue lie adorn morn,ue y ou y ue ie orn orn,A B A B A B C C,1 1 0 1 1 1 1 1,1
691,creatures lover features over natures cover school fool,ures er ures er ures er ool ool,A B A B A B C C,0 0 0 0 0 0 1 1,1
692,not accurate forgot date sought state blue you,ot ate ot ate ought ate ue ou,A B A B C B D D,1 1 1 1 1 1 1 0,1
693,bound capital found wall sound all circassians passions,ound al ound all ound all ans ons,A B A B A B C D,1 1 1 0 1 0 0 0,1
694,dollars given colours heaven bawlers eleven knew withdrew,ars en urs en ers en ew ew,A B C B D B E E,0 1 0 1 0 1 1 1,1
695,price bring twice thing vice king charity rarity,ice ing ice ing ice ing y y,A B A B A B C C,1 1 1 1 1 1 1 1,1
696,troop jews stoop crews group choose em victim,oop ews oop ews oup oose em im,A B A B A C D E,1 0 1 0 0 1 1 1,1
697,song unpleasant long present wrong t juan juan,ong ant ong ent ong zzz uan uan,A B A C A D E E,1 1 1 1 1 0 0 0,1
698,night skies bright eyes light denies,ight ies ight eyes ight ies,A B A C A B,1 0 1 0 1 0,1
699,less grace tress face express dwellingplace,ess ace ess ace ess ace,A B A B A B,1 1 1 1 1 1,1
700,brow eloquent glow spent below innocent,ow uent ow ent ow ent,A B A B A B,1 0 1 1 1 1,1
701,bloom tomb rear year gloom,oom omb ear ear oom,A A B B A,1 0 1 1 1,1
702,stream head dream tread dead,eam ead eam ead ead,A B A B B,1 1 1 1 1,1
703,vain distress complain less forget wet,ain ess ain ess et et,A B A B C C,1 1 1 1 1 1,1
704,over declined discover find acquainted me painted thee,er ined er ind ainted e ainted ee,A B A B C D C D,0 0 0 0 0 1 0 1,1
705,smiling mine beguiling thine ocean me emotion thee,ing ine ing ine ean e ion ee,A B A B C D E D,1 1 1 1 1 1 0 1,1
706,shivered wave delivered slave me contemn me them,ered ave ered ave e emn e em,A B A B C D C D,0 1 0 1 1 1 1 1,1
707,me forsake me shake me fly me belie,e ake e ake e y e ie,A B A B A A A A,1 1 1 1 1 0 1 0,1
708,it one it shun me foresee me thee,it one it un e ee e ee,A B A B C C C C,1 1 1 0 1 1 1 1,1
709,perishd recall cherishd all springing tree singing thee,ishd all ishd all ing ee ing ee,A B A B C D C D,0 1 0 1 1 1 1 1,1
710,part heart breast rest go,art eart east est o,A A B B C,1 1 1 0 1,1
711,unconfined wind fringe tinge roe,ined ind inge inge oe,A A B B C,0 0 1 1 1,1
712,taste waist tell well woe,aste aist ell ell oe,A A B B C,1 1 1 1 1,1
713,gone alone istambol soul no,one one ol oul o,A A B C D,1 1 1 1 1,2
714,drachenfels rhine swells vine trees wine these shine see me,els ine ells ine ees ine ese ine ee e,A B C B D B D B E E,1 1 0 1 1 1 0 1 1 0,1
715,eyes flowers paradise towers gray lowers decay vintagebowers rhine mine,eyes ers ise ers ay ers ay ers ine ine,A B C B D B D B E E,0 0 1 0 1 0 1 0 1 1,1
716,me touch be such dear eye here nigh rhine thine,e ouch e uch ear ye ere igh ine ine,A B A B C A C A D D,1 1 1 0 1 0 1 0 1 1,1
717,flows ground disclose round bound here found dear mine rhine,ows ound ose ound ound ere ound ear ine ine,A B A B B C B C D D,0 1 0 1 1 1 1 1 1 1,1
718,ever well never rebel,er ell er el,A B A B,0 1 0 1,1
719,thee lain thee again,ee ain ee ain,A B A B,1 1 1 1,1
720,over show discover so,er ow er o,A B A B,0 1 0 1,1
721,thee blow thee woe,ee ow ee oe,A B A B,1 1 1 1,1
722,me found me wound,e ound e ound,A B A B,1 1 1 1,1
723,not decay not away,ot ay ot ay,A B A B,1 1 1 1,1
724,retaineth beat paineth meet,eth eat eth eet,A B A B,0 1 0 1,1
725,sorrow dead morrow bed,ow ead ow ed,A B A B,1 1 1 0,1
726,gather flow father forego,er ow er o,A B A B,0 1 0 1,1
727,thee pressd thee blessd,ee essd ee essd,A B A B,1 0 1 0,1
728,resemble see tremble me,e ee e e,A A A A,1 1 1 1,1
729,knowest know goest go,est ow est o,A B A B,1 1 1 1,1
730,shaken bow forsaken now,en ow en ow,A B A B,1 1 1 1,1
731,idle still bridle will,idle ill idle ill,A B A B,0 1 0 1,1
732,disunited tie blighted die,ited ie ed ie,A B C B,0 1 1 1,2
733,mind art heart bind,ind art eart ind,A B B A,1 1 1 1,1
734,consignd gloom martyrdom wind,ignd oom om ind,A B C D,0 1 1 1,0
735,place trod trace sod efface god,ace od ace od ace od,A B A B A B,1 1 1 1 1 1,1
736,sword lord path gath,ord ord ath ath,A A B B,1 1 1 1,1
737,bow foe feet meet,ow oe eet eet,A A B B,1 1 1 1,1
738,part heart sway today,art eart ay ay,A A B B,1 1 1 1,1
739,unmoved move beloved love,oved ove oved ove,A B A B,0 1 0 1,1
740,leaf gone grief alone,eaf one ief one,A B A B,1 1 1 1,1
741,preys isle blaze pile,eys isle aze ile,A B A B,0 0 0 1,1
742,care pain share chain,are ain are ain,A B A B,1 1 1 1,1
743,here now bier brow,ere ow ier ow,A B C B,1 1 0 1,2
744,field see shield free,ield ee ield ee,A B A B,1 1 1 1,1
745,awake whom lake home,ake om ake ome,A B A C,1 1 1 1,2
746,down thee frown be,own ee own e,A B A B,1 1 1 0,1
747,live death give breath,ive eath ive eath,A B A B,1 1 1 1,1
748,found best ground rest,ound est ound est,A B A B,1 1 1 1,1
749,fair birth rare earth bed tread mirth brook look,air irth are earth ed ead irth ook ook,A B A B C C B D D,1 1 1 1 1 1 1 1 1,1
750,low spot grow not prove love rot tell well,ow ot ow ot ove ove ot ell ell,A B A B C C B D D,1 1 1 1 1 1 1 1 1,1
751,last thou past now seal steal disavow see me,ast ou ast ow eal eal ow ee e,A B A B C C B D D,1 0 1 0 1 1 0 1 0,1
752,ours mine lours thine sleep weep repine away decay,urs ine urs ine eep eep ine ay ay,A B A B C C B D D,0 1 0 1 1 1 1 1 1,1
753,unmatchd prey snatchd away grief leaf today bear fair,atchd ey atchd ay ief eaf ay ear air,A B A B C C B D D,0 1 0 1 1 1 1 1 0,1
754,borne fade morn shade past last decayd sky high,orne ade orn ade ast ast ayd y igh,A B C B D D E F F,1 1 1 1 1 1 0 1 0,1
755,weep shed keep bed face embrace head vain again,eep ed eep ed ace ace ead ain ain,A B A B C C B D D,1 1 1 1 1 1 1 1 1,1
756,gain free remain thee die eternity me endears years,ain ee ain ee ie y e ars ars,A B A B B B B C C,1 1 1 1 0 0 0 0 0,1
757,away decay fast past,ay ay ast ast,A A B B,1 1 1 1,1
758,happiness excess vain again,ess ess ain ain,A A B B,1 1 1 1,1
759,down own tears appears,own own ars ars,A A B B,1 1 0 0,1
760,breast rest wreathe beneath,east est eathe eath,A A B B,1 0 1 1,1
761,been scene be me,een ene e e,A A B B,1 1 1 1,1
762,marinere three eye me,ere ee ye e,A B B B,1 1 0 0,1
763,wide kin set din,ide in et in,A B C B,1 1 1 1,2
764,weddingguest he tale me,est e ale e,A B C B,1 1 1 1,2
765,hand ship loon skip,and ip oon ip,A B C B,1 1 1 1,2
766,eye still child will,ye ill ild ill,A B C B,0 1 1 1,2
767,stone hear man marinere,one ear an ere,A B A B,1 1 1 1,1
768,cleard drop hill top,eard op ill op,A B C B,1 1 1 1,2
769,left he right sea,eft e ight ea,A B C B,1 1 1 1,2
770,day noon breast bassoon,ay oon east oon,A B C B,1 1 1 1,2
771,hall she goes minstralsy,all e oes y,A B C B,1 1 0 0,2
772,breast hear man marinere,east ear an ere,A B C B,1 1 1 1,2
773,wind strong freaks along,ind ong aks ong,A B C B,1 1 0 1,2
774,snow cauld by emerauld,ow auld y auld,A B C B,1 0 1 0,2
775,clifts sheen ken between,ifts een en een,A B C B,0 1 1 1,2
776,there around howld swound,ere ound owld ound,A B C B,1 1 0 1,2
777,albatross came soul name,oss ame oul ame,A B C B,1 1 1 1,2
778,biscuitworms flew thunderfit thro,orms ew it o,A B C B,0 1 1 0,2
779,behind follow play hollo,ind ow ay o,A B C B,1 1 1 1,2
780,shroud nine white moonshine,oud ine ite ine,A B C B,1 1 1 1,2
781,marinere thus bow albatross,ere us ow oss,A B C D,1 1 1 1,0
782,right he left sea,ight e eft ea,A B C B,1 1 1 1,2
783,behind follow play hollo,ind ow ay o,A B C B,1 1 1 1,2
784,thing woe bird blow,ing oe ird ow,A B C B,1 1 1 1,2
785,head uprist bird mist slay mist,ead ist ird ist ay ist,A B C B D B,1 1 1 1 1 1,1
786,flew free burst sea,ew ee urst ea,A B C B,1 1 1 1,2
787,down be break sea,own e eak ea,A B C B,1 1 1 1,2
788,sky noon stand moon,y oon and oon,A B C B,1 1 1 1,2
789,day motion ship ocean,ay ion ip ean,A B C D,1 0 1 1,0
790,where shrink where drink,ere ink ere ink,A B A B,1 1 1 1,1
791,christ be legs sea,ist e egs ea,A B C B,1 1 0 1,2
792,rout night oils white,out ight ils ite,A B C B,1 1 0 1,2
793,were so us snow,ere o us ow,A B C B,1 1 1 1,2
794,drouth root if soot,outh oot if oot,A B C B,1 1 0 1,2
795,looks young albatross hung,oks oung oss ung,A B C B,0 1 1 1,2
796,sky fist speck mist last wist,y ist eck ist ast ist,A B C B D B,1 1 1 1 1 1,1
797,wist nerd watersprite veerd,ist erd ite eerd,A B C D,1 1 1 0,0
798,bakd wail stood blood sail,akd ail ood ood ail,A B C C B,0 1 1 1 1,1
799,bakd call grin in all,akd all in in all,A B C C B,0 1 1 1 1,1
800,side weal tide keel,ide eal ide eel,A B A B,1 1 1 1,1
801,flame done wave sun suddenly sun,ame one ave un y un,A B C B D B,1 1 1 0 1 0,1
802,bars grace peerd face,ars ace eerd ace,A B C B,0 1 0 1,2
803,loud neres sun gossameres,oud eres un eres,A B C B,1 0 1 0,2
804,fleckd peer crew pheere,eckd eer ew eere,A B C D,0 1 1 0,0
805,crack ween rust crust green,ack een ust ust een,A B C C B,1 1 1 1 1,1
806,free gold leprosy he cold,ee old y e old,A B A A B,1 1 0 0 1,1
807,came dice won thrice,ame ice on ice,A B C B,1 1 1 1,2
808,behind bones mouth halfgroans,ind ones outh ans,A B C D,1 0 1 0,0
809,sea spectreship bar star tips,ea ip ar ar ips,A B C C D,1 1 1 1 0,2
810,moon me pang ee,oon e ang ee,A B C B,1 1 1 1,2
811,men groan lump one,en oan ump one,A B C B,1 1 1 1,2
812,fly woe by crossbow,y oe y ow,A B A B,1 1 1 1,1
813,marinere hand brown seasand,ere and own and,A B C B,1 1 1 1,2
814,eye brown guest down,ye own est own,A B C B,0 1 1 1,2
815,alone sea on agony,one ea on y,A B A B,1 1 0 0,1
816,beautiful lie things i,ul ie ings i,A B C D,0 1 0 0,0
817,sea away deck lay,ea ay eck ay,A B C B,1 1 1 1,2
818,pray gusht made dust,ay usht ade ust,A B C D,1 0 1 1,0
819,close beat sky eye feet,ose eat y ye eet,A B C C B,1 1 1 1 1,1
820,limbs they me away,imbs ey e ay,A B C B,0 1 1 1,2
821,hell high that eye curse die,ell igh at ye urse ie,A B C B D B,1 1 1 1 1 1,1
822,sky abide up beside,y ide up ide,A B C B,1 1 1 1,2
823,main yspread lay alway red,ain ead ay ay ed,A B C C B,1 1 1 1 0,1
824,ship watersnakes white light flakes,ip akes ite ight akes,A B C C B,1 0 1 1 0,1
825,ship attire black track fire,ip ire ack ack ire,A B C C B,1 1 1 1 1,1
826,tongue declare heart unaware me unaware,ue are eart are e are,A B C B D B,1 1 1 1 1 1,1
827,pray free sank sea,ay ee ank ea,A A B A,1 0 1 0,1
828,thing pole yeven heaven soul,ing ole en en oul,A B C C B,1 1 1 1 0,1
829,deck remaind dew raind,eck aind ew aind,A B C B,1 0 1 0,2
830,cold dank dreams drank,old ank ams ank,A B C B,1 1 0 1,2
831,limbs almost sleep ghost,imbs ost eep ost,A B C B,0 1 1 1,2
832,off anear sails sere,off ear ils ere,A B C B,1 1 0 1,2
833,life sheen about out between,ife een out out een,A B C C B,1 1 1 1 1,1
834,loud sedge cloud edge,oud edge oud edge,A B A B,1 1 1 1,1
835,cleft side crag jag wide,eft ide ag ag ide,A B C C B,1 1 1 1 1,1
836,roard stone moon groan,oard one oon oan,A B B B,1 1 0 0,1
837,uprose eyes dream rise,ose eyes eam ise,A B C D,1 0 1 1,0
838,on upblew ropes do tools crew,on ew opes o ols ew,A B C B D B,1 1 0 0 0 1,1
839,son knee rope me voice be,on ee ope e oice e,A B C B D B,1 1 1 0 1 0,1
840,arms mast mouths passd,arms ast uths assd,A B C D,0 1 0 0,0
841,sound sun again one,ound un ain one,A B C B,1 1 1 0,2
842,sky sing are air jargoning,y ing are air ing,A B C C B,1 1 1 1 1,1
843,instruments flute song mute,ents ute ong ute,A B C B,1 1 1 1,2
844,on noon brook june night tune,on oon ook une ight une,A B C A D A,1 1 1 0 1 0,1
845,weddingguest will make still,est ill ake ill,A B C B,1 1 1 1,2
846,told born weddingguest morn,old orn est orn,A B C B,1 1 1 1,2
847,heard born work beforne,eard orn ork orne,A B C D,1 1 1 0,0
848,ropes nold air behold,opes old air old,A B C B,0 1 1 1,2
849,on breathe ship beneath,on eathe ip eath,A B C B,1 1 1 1,2
850,deep snow he go tune also,eep ow e o une o,A B C B D B,1 1 1 1 1 1,1
851,mast ocean stir motion length motion,ast ean ir ion ength ion,A B C D E D,1 1 1 0 1 0,2
852,go bound head swound,o ound ead ound,A B C B,1 1 1 1,2
853,lay declare returnd discernd air,ay are urnd ernd air,A B C D B,1 1 0 0 1,2
854,man cross low albatross,an oss ow oss,A B C B,1 1 1 1,2
855,himself snow man bow,elf ow an ow,A B C B,1 1 1 1,2
856,voice honeydew done do,oice ew one o,A B C B,1 1 1 0,2
857,again renewing fast doing,ain ing ast oing,A B C D,1 1 1 0,0
858,lord blast silently cast,ord ast y ast,A B C B,1 1 1 1,2
859,go grim graciously him,o im y im,A B C B,1 1 1 1,2
860,fast wind before behind,ast ind ore ind,A B C B,1 1 1 1,2
861,high belated go abated,igh ated o ated,A B C B,1 0 1 0,2
862,on weather high together,on er igh er,A B C B,1 0 1 0,2
863,deck fitter eyes glitter,eck er eyes er,A B C B,1 0 0 0,2
864,died away theirs pray,ied ay irs ay,A B C B,0 1 0 1,2
865,snapt een saw seen,apt een aw een,A B C B,1 1 1 1,2
866,road dread on head fiend tread,oad ead on ead iend ead,A B C B D B,1 1 1 1 1 1,1
867,me made sea shade,e ade ea ade,A B A B,1 1 1 1,1
868,cheek spring fears welcoming,eek ing ars ing,A B C B,1 1 0 1,2
869,ship too breeze blew,ip oo eeze ew,A B C B,1 1 1 1,2
870,indeed see kirk countree,eed ee irk ee,A B C B,1 1 0 1,2
871,harbourbar pray god alway,ar ay od ay,A B C B,1 1 1 1,2
872,glass strewn lay moon,ass ewn ay oon,A B C B,1 0 1 1,2
873,oer same were came,oer ame ere ame,A B C B,0 1 1 1,2
874,prow were flesh glare,ow ere esh are,A B C B,1 1 1 0,2
875,dread rood now stood,ead ood ow ood,A B C B,1 1 1 1,2
876,arms tight torch upright on light,arms ight orch ight on ight,A B C B D B,0 1 1 1 1 1,1
877,away before bay shore,ay ore ay ore,A B A B,1 1 1 1,1
878,less rock silentness weathercock,ess ock ess ock,A B A B,1 1 1 1,1
879,light same were came,ight ame ere ame,A B C B,1 1 1 1,2
880,prow were deck there,ow ere eck ere,A B C B,1 1 1 1,2
881,flat rood seraphman stood,at ood an ood,A B C B,1 1 1 1,2
882,hand sight land light,and ight and ight,A B A B,1 1 1 1,1
883,hand impart sank heart,and art ank eart,A B C B,1 1 1 1,2
884,oars cheer away appear,ars eer ay ear,A B C B,0 1 1 1,2
885,lights anew place crew made blew,ights ew ace ew ade ew,A B C B D B,0 1 1 1 1 1,1
886,boy fast joy blast,oy ast oy ast,A B A B,1 1 1 1,1
887,voice good hymns wood away blood,oice ood ymns ood ay ood,A B C B D B,1 1 0 1 1 1,1
888,wood sea rears marineres contree,ood ea ars eres ee,A B C D B,1 1 0 0 1,2
889,eve plump hides oakstump,eve ump ides ump,A B C B,1 1 1 1,2
890,talk trow fair now,alk ow air ow,A B C B,1 1 1 1,2
891,said cheer sails sere them were,aid eer ils ere em ere,A B C B D B,1 1 0 1 1 1,1
892,lag along snow below young,ag ong ow ow oung,A B C C D,1 1 1 1 1,2
893,look reply on cheerily,ook y on y,A B C B,1 1 1 1,2
894,ship stirrd ship heard,ip irrd ip eard,A B A C,1 0 1 1,2
895,on dread bay lead,on ead ay ead,A B C B,1 1 1 1,2
896,sound smote drownd afloat found boat,ound ote ownd oat ound oat,A B C B A B,1 1 0 1 1 1,1
897,ship round hill sound,ip ound ill ound,A B C B,1 1 1 1,2
898,shriekd fit eyes sit,iekd it eyes it,A B C B,0 1 0 1,2
899,boy go while fro see row,oy o ile o ee ow,A B C B D B,1 1 1 1 1 1,1
900,countree land boat stand,ee and oat and,A B C B,1 1 1 1,2
901,man brow say thou,an ow ay ou,A B C B,1 1 1 0,2
902,wrenchd agony tale free,enchd y ale ee,A B C B,0 1 1 0,2
903,hour fewer tell aventure,our er ell ure,A B C A,1 0 1 0,2
904,land speech see me teach,and eech ee e each,A B C C B,1 1 1 0 1,1
905,door there bride are vesperbell prayer,oor ere ide are ell yer,A B C B D E,1 1 1 0 1 0,2
906,been sea himself be,een ea elf e,A B C B,1 1 1 1,2
907,marriagefeast me kirk company,east e irk y,A B C B,1 1 0 0,2
908,kirk pray bends friends gay,irk ay ends ends ay,A B C C B,0 1 1 1 1,1
909,tell weddingguest well beast,ell est ell east,A B A B,1 1 1 1,1
910,best small us all,est all us all,A B C B,1 1 1 1,2
911,bright hoar weddingguest door,ight oar est oor,A B C B,1 1 1 0,2
912,stunnd forlorn man morn,unnd orn an orn,A B C B,0 1 1 1,2
913,khan decree ran man sea,an ee an an ea,A B A A B,1 1 1 1 1,1
914,ground round rills tree hills greenery,ound ound ills ee ills y,A A B C B C,1 1 0 1 0 0,1
915,slanted cover enchanted haunted demonlover,anted er anted aunted er,A B A C B,0 0 0 0 0,1
916,seething breathing forced burst hail flail ever river,ing ing orced urst ail ail er er,A A B C D D E E,1 1 0 1 1 1 0 0,1
917,motion ran man ocean far war,ion an an ean ar ar,A B B B C C,0 1 1 0 1 1,1
918,pleasure waves measure caves device ice,ure aves ure aves ice ice,A B A B C C,1 0 1 0 1 1,1
919,dulcimer saw maid played abora,er aw aid ayed a,A B C C D,0 1 1 1 0,2
920,slow po boor door lies skies see thee pain chain,ow o oor oor ies ies ee ee ain ain,A A B B C C D D E E,1 1 1 1 0 0 1 1 1 1,1
921,friend attend retire fire repair chair crownd around fail tale food good,iend end ire ire air air ownd ound ail ale ood ood,A A B B C C D E F F G G,1 1 1 1 1 1 0 1 1 1 1 1,1
922,share care pursue view skies flies alone own,are are ue iew ies ies one own,A A B B C C D D,1 1 1 0 0 0 1 1,1
923,ascend spend career appear wide pride,end end eer ear ide ide,A A B B C C,1 1 1 1 1 1,1
924,combine repine disdain vain can man mind mankind crownd round gale vale combine mine,ine ine ain ain an an ind ind ownd ound ale ale ine ine,A A B B B B C C D E F F A A,1 1 1 1 0 0 1 1 0 1 1 1 1 1,1
925,store oer fill still rise supplies fall small find consignd rest blessd,ore oer ill ill ise ies all all ind ignd est essd,A B C C D D E E F G H I,1 0 1 1 1 1 1 1 1 0 1 0,2
926,below know zone own seas ease line wine wave gave roam home compare share find mankind given even,ow ow one own eas ease ine ine ave ave oam ome are are ind ind en en,A A B B C D E E F F G G H H I I J J,1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1,1
927,all call supplied side frown down sent content contest rest fails prevails prone alone attends ends domain pain,all all ied ide own own ent ent est est ils ils one one ends ends ain ain,A A B B C C D D E E F F C C G G H H,1 1 0 0 1 1 1 1 1 1 0 0 0 0 1 1 1 1,1
928,eyes lies resignd mankind cast blast,eyes ies ignd ind ast ast,A B C D E E,0 0 0 1 1 1,2
929,ascends extends side pride between scene,ends ends ide ide een ene,A A B B C C,1 1 1 1 1 1,1
930,breast blest found ground appear year sky die soil toil expand land,east est ound ound ear ear y ie oil oil and and,A A B B C C D D E E F F,1 0 1 1 1 1 1 1 1 1 1 1,1
931,bestows knows appear here reign vain untrue anew mind behind date state rise skies warm form gale sail gave slave skill ill,ows ows ear ere eign ain ue ew ind ind ate ate ise ies arm orm ale ail ave ave ill ill,A A B B C C D D E E F F G G H H I I J J K K,0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1,1
932,supplied pride mind find arrayd cavalcade love grove beguild child control soul behind mind sway decay dead shed pile smile,ied ide ind ind ayd ade ove ove uild ild ol oul ind ind ay ay ead ed ile ile,A A C C D E F F G G H H C C J J B B K K,0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1,1
933,survey display tread bread afford sword array may breast invest,ey ay ead ead ord ord ay ay east est,A A B B C C A A D D,1 1 1 1 1 1 1 1 1 0,1
934,charm disarm small all head shed deal meal toil soil repose goes deep steep way day sped shed surveys blaze hoard board led bed,arm arm all all ead ed eal eal oil oil ose oes eep eep ay ay ed ed eys aze oard oard ed ed,A A B B C C D D E E F F G G H H C C I I J J C C,1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 0 0,1
935,impart heart rise supplies conforms storms molest breast roar more,art eart ise ies orms orms est east oar ore,A A B B C C D D E E,1 1 1 1 0 0 1 1 1 1,1
936,assignd confind due few breast redrest flies supplies cloy joy flame frame fire desire cheer year fire expire,ignd ind ue ew east est ies ies oy oy ame ame ire ire eer ear ire ire,A B C C D D E E F F G G H H I I H H,0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1,1
937,flow low son run dart heart breast nest play way fly sky,ow ow on un art eart east est ay ay y y,A A B B C C D D E E F F,1 1 1 1 1 1 1 0 1 1 1 1,1
938,reign domain ease please choir loire grew flew still skill power hour days maze lore threescore,eign ain ease ease oir oire ew ew ill ill er our ays aze ore ore,A A B B C D E E F F G G I I H H,1 1 1 1 0 0 1 1 1 1 0 1 0 0 0 0,1
