textid,words,sylls,ltrvec,perf,isrhymed
479,ethandune lain grey way away twain,une ain ey ay ay ain,A B C C C B,1 1 1 1 1 1,1
480,ways eyes he see victory surprise,ays eyes e ee y ise,A B C C C D,0 0 1 1 0 1,1
481,wondered plains tent bent rent danes,ered ins ent ent ent anes,A B C C C D,0 0 1 1 1 0,1
482,wondered more dying plying flying shore,ered ore ying ying ying ore,A B C C C B,0 1 0 0 0 1,1
483,defeat success ignorant less,eat ess ant ess,A B C B,1 1 1 1,2
484,riverhut scent rise eyes underskies went,ut ent ise eyes ies ent,A B C D C B,1 1 1 0 1 1,1
485,riverhut fell spars scars stars hell,ut ell ars ars ars ell,A B C C C B,1 1 0 0 0 1,1
486,riverhut arm italy tree sea farm,ut arm y ee ea arm,A B C C C B,1 1 1 0 0 1,1
487,grass lies place space face eyes,ass ies ace ace ace eyes,A B A A A C,1 0 0 0 0 0,1
488,man pale rags lags ale,an ale ags ags ale,A B C C B,1 1 0 0 1,1
489,eyes ire span man fire,eyes ire an an ire,A B C C B,0 1 1 1 1,1
490,heavily stir him her,y ir im er,A B C D,1 1 1 0,0
491,night worst stir her over first,ight orst ir er er irst,A B C D D B,1 1 1 0 0 0,1
492,servingfolk lot servant forgot,olk ot ant ot,A B C B,0 1 1 1,2
493,gardener slave uplands gave,er ave ands ave,A B C B,0 1 0 1,2
494,armourer unpaid helmet made,er aid et ade,A B C B,0 1 1 1,2
495,servant me pines vines signs mystery,ant e ines ines igns y,A B C C D B,1 1 0 0 0 0,1
496,servant day torn born morn away,ant ay orn orn orn ay,A B C C C B,1 1 1 1 1 1,1
497,sleeping shone trees knees sees gone,ing one ees ees ees one,A B C C C B,1 1 1 1 1 1,1
498,riddle holiest words swords rest,e est ords ords est,A B C C B,1 1 0 0 1,1
499,guthrum curled giant world,um urled iant orld,A B C B,1 0 0 0,2
500,golgotha slain peer cheer here pain,a ain eer eer ere ain,A B C C C B,0 1 1 1 1 1,1
501,life mind flies wind,ife ind ies ind,A B C B,1 1 0 1,2
502,star swirls hill ill earls,ar irls ill ill arls,A B C C D,1 0 1 1 0,2
503,star driven worth birth earth heaven,ar en orth irth earth en,A B C C C B,1 1 1 0 0 1,1
504,endure her grave slave wave waggoner,ure er ave ave ave er,A B C C C B,1 0 1 1 1 0,1
505,again leaven evermore door heaven,ain en ore oor en,A A B B A,1 0 1 0 0,1
506,woman be rash ash instantly,an e ash ash y,A B C C B,1 1 1 1 0,1
507,cake bar face scar,ake ar ace ar,A B C B,1 1 1 1,2
508,wordless surprise things kings eyes,ess ise ings ings eyes,A B C C D,1 1 0 0 0,2
509,stared dusk farms arms charms usk,ared usk arms arms arms usk,A B C C C B,0 1 0 0 0 1,1
510,afoot resounds by rye high hounds,oot unds y ye igh unds,A B C C C B,1 0 1 1 0 0,1
511,lowed morn tall all horn,owed orn all all orn,A B C C B,0 1 1 1 1,1
512,revelry gael burialend rend wail,y ael end end ail,A B C C D,1 0 1 1 1,2
513,garments worth spears appears earth,ents orth ars ars earth,A B C C B,1 1 0 0 0,1
514,forth own gem hem them stone,orth own em em em one,A B C C C B,1 1 1 1 1 0,1
515,north gloam mind wind mankind rome,orth oam ind ind ind ome,A B C C C B,1 1 1 1 1 1,1
516,west strain grass gorlias mass dane,est ain ass ias ass ane,A B C D C B,1 1 1 0 1 1,1
517,armour field tyne marchingline capitoline shield,our ield yne ine ine ield,A B C D D B,1 1 0 1 1 1,1
518,still bough feet brow,ill ough eet ow,A B C B,1 1 1 1,2
519,suddenly spring lintelbeams dreams streams king,y ing ams ams ams ing,A B C C C B,1 1 0 0 0 1,1
520,down solemnity elf himself tree,own y elf elf ee,A B C C B,1 1 1 1 0,1
521,men tales ass lass brass flails,en ales ass ass ass ils,A B C C C D,1 0 1 1 1 0,1
522,trick scorning plight right night morning,ick ing ight ight ight ing,A B C C C B,1 1 1 1 1 1,1
523,warrant sword servant lord,ant ord ant ord,A B A B,1 1 1 1,1
524,servant kings servant things,ant ings ant ings,A B A B,1 0 1 0,1
525,sky sand humility land,y and y and,A B A B,1 1 1 1,1
526,towers cease humility trees,ers ease y ees,A B C B,0 1 1 0,2
527,thing brow army show,ing ow y ow,A B C B,1 1 1 1,2
528,forehead star then ten men war,ead ar en en en ar,A B C C C B,1 1 1 1 1 1,1
529,not return degree be sea burn,ot urn ee e ea urn,A B C C C B,1 1 1 0 1 1,1
530,hundred drave riven driven heaven slave,ed ave en en en ave,A B C C C B,1 1 1 1 1 1,1
531,brothers walls swords hordes cords falls,ers alls ords ordes ords alls,A B C D C B,0 0 0 0 0 0,1
532,leaps sings men ten autumnthen kings,aps ings en en en ings,A B C C C B,0 0 1 1 1 0,1
533,spins unfurled rod downtrod god world,ins urled od od od orld,A B C C C B,0 0 1 1 1 0,1
534,wall lane fire higher desire brier dane,all ane ire er ire ier ane,A B C D C C B,1 1 1 0 1 1 1,1
535,king north number lumber humber forth,ing orth er er er orth,A B C C C B,1 1 0 0 0 1,1
536,him thames roaring pouring flooring flames,im ames ing ing ing ames,A B C C C B,1 0 1 1 1 0,1
537,uplands he beacons sea,ands e ons ea,A B C B,0 1 0 1,2
538,wessex brine land stand hand sign,ex ine and and and ign,A B C C C B,1 1 1 1 1 1,1
539,warchief field knew few drew shield,ief ield ew ew ew ield,A B C C C B,1 1 1 1 1 1,1
540,land gaze array way ways,and aze ay ay ays,A B C C B,1 1 1 1 1,1
541,armour light cry high army sight,our ight y igh y ight,A B C C C B,1 1 1 0 1 1,1
542,guthrum wing overhead red fled king,um ing ead ed ed ing,A B C C C B,1 1 1 0 0 1,1
543,woodways grey sight fight night day,ays ey ight ight ight ay,A B C C C B,0 1 1 1 1 1,1
544,wood flood mood hardihood stood blood,ood ood ood ood ood ood,A A A A A A,1 1 1 1 1 1,1
545,sorrowed fair crimsonclad had sad were,owed air ad ad ad ere,A B C C C B,0 1 1 1 1 1,1
546,things died earth cried,ings ied earth ied,A B C B,0 0 1 0,2
547,slaying shame maid name,ying ame aid ame,A B C B,0 1 1 1,2
548,wife man youth began,ife an outh an,A B C B,1 1 1 1,2
549,prayers me stone own blown free,ers e one own own ee,A B C C C B,0 1 1 1 1 1,1
550,farm sword few blue new fiord,arm ord ew ue ew iord,A B C C C D,1 1 1 0 1 0,1
551,ale sweet bread eat,ale eet ead eat,A B C B,1 1 1 1,2
552,down rule sleep weep fool,own ule eep eep ool,A B C C B,1 1 1 1 0,1
553,cellar tree new you me,ar ee ew ou e,A B C D B,1 1 1 0 0,2
554,oxen farm me knee openly harm,en arm e ee y arm,A B C C C B,1 1 1 1 0 1,1
555,little apart after rafter laughter heart,e art er er er eart,A B C C C B,1 1 0 0 0 1,1
556,cruel hard britain buryingyard,uel ard ain yard,A B C D,0 1 1 0,0
557,land none sungod sun,and one ungod un,A B C B,1 1 0 0,2
558,britain wise through you true eyes,ain ise ough ou ue eyes,A B C C C D,1 1 1 0 0 0,1
559,seaward grey together away,ard ey er ay,A B C B,1 1 0 1,2
560,forgotten rings together things,en ings er ings,A B C B,1 0 0 0,2
561,listen clay ever say,en ay er ay,A B C B,1 1 0 1,2
562,roman one eyes sun,an one eyes un,A A B A,1 0 0 1,1
563,said fall charge wall,aid all arge all,A B C B,1 1 1 1,2
564,ground home earth rome,ound ome earth ome,A B C B,1 1 1 1,2
565,england war out shout far,and ar out out ar,A B C C B,1 1 1 1 1,1
566,dragon along ways blaze song,on ong ays aze ong,A B C C B,1 1 0 0 1,1
567,land stood king wing darkling wood,and ood ing ing ing ood,A B C C C B,1 1 1 1 1 1,1
568,army moon palisades blades raids ethandune,y oon ades ades ids une,A B C C D B,1 1 0 0 0 0,1
569,swayed manes high victory die danes,ayed anes igh y ie anes,A B C C C B,0 0 1 1 1 0,1
570,bard wing blood stood king,ard ing ood ood ing,A B C C B,1 1 1 1 1,1
571,gay musk young tongue hung usk,ay usk oung ue ung usk,A B C C C B,1 1 1 0 1 1,1
572,line along mirth earth worth song,ine ong irth earth orth ong,A B C C C B,1 1 1 1 1 1,1
573,raiment leaves saints thieves,ent aves ints eves,A B C D,1 0 0 0,0
574,bore illmade sword blade,ore ade ord ade,A B C B,1 1 1 1,2
575,mystery stirred lightly heard,y irred y eard,A B A C,1 0 1 1,2
576,hearts said lord bread,arts aid ord ead,A B C B,0 1 1 0,2
577,bitterly leaves saints thieves,y aves ints eves,A B C D,1 0 0 0,0
578,weary word strike sword,y ord ike ord,A B C B,1 1 1 1,2
579,ireland said hearts heads,and aid arts ads,A B C D,1 1 0 0,0
580,laughter flood scarecrows blood,er ood ows ood,A B C B,0 1 0 1,2
581,warmen wins shoots begins,en ins ots ins,A B C B,1 0 0 0,2
582,strides scorn on shone caerleon born,ides orn on one eon orn,A B C C D B,1 1 1 0 0 1,1
583,sling he excalibur sea,ing e ur ea,A B C B,1 1 1 1,2
584,harold tail arrow gael,old ail ow ael,A B C D,1 1 1 0,0
585,head sun sky fly eye run,ead un y y ye un,A B C C C B,1 1 1 1 1 1,1
586,weaponless pain head dead red brain,ess ain ead ead ed ain,A B C C C B,1 1 1 1 0 1,1
587,sword slay see verily victory away,ord ay ee y y ay,A B B C C B,1 1 0 1 1 1,1
588,england earls up cup pearls,and arls up up arls,A B C C B,1 0 1 1 0,1
589,sword fire men pen ken desire,ord ire en en en ire,A B C C C B,1 1 1 1 1 1,1
590,monks friend men end,onks iend en end,A B C B,0 1 1 1,2
591,world throne bow alone,orld one ow one,A B C B,1 1 1 1,2
592,heart bend prize flies skies rend,eart end ize ies ies end,A B C C C B,1 1 1 1 1 1,1
593,sword away eye by fray,ord ay ye y ay,A B C C B,1 1 0 0 1,1
594,daneland lord trumpettune rune ethandune sword,and ord une une une ord,A B C C C B,1 1 1 1 1 1,1
595,sands horde din paladin kin sword,ands orde in in in ord,A B C C C D,0 0 1 1 1 1,1
596,marcus by stir faintlier harpplayer cry,us y ir ier yer y,A B C D E B,1 1 1 0 0 1,2
597,weariness horde hands sword,ess orde ands ord,A B C D,1 0 0 1,0
598,morning easily spears sea,ing y ars ea,A B C B,1 1 0 0,2
599,sunset down hammerstroke broke down,et own oke oke own,A B C C B,1 1 1 1 1,1
600,plague skies cities flies,ue ies ies ies,A B B B,1 0 0 0,1
601,dark locusttower dry fly araby hour,ark er y y y our,A B C C C D,1 0 1 1 1 1,1
602,massacre sleep hedges sheep,acre eep edges eep,A B C B,0 1 0 1,2
603,pestilence rome be home,ence ome e ome,A B C B,1 1 1 1,2
604,prayer chimes eating times,yer imes ing imes,A B C B,0 1 1 1,2
605,chief brand broke hand,ief and oke and,A B C B,1 1 1 1,2
606,northmen ran seventh man,en an enth an,A B C B,1 1 0 1,2
607,seventh blades minstrel watermaids,enth ades el ids,A B C D,0 0 0 0,0
608,luridly rhine nations sign,y ine ons ign,A B C B,1 1 0 1,2
609,murmur rebel creep weep hell,ur el eep eep ell,A B C C B,1 0 1 1 0,1
610,minstrel sand him hand,el and im and,A B C B,0 1 1 1,2
611,eldred mast sea last,ed ast ea ast,A B C B,1 1 1 1,2
612,eldred laughed eldred shaft,ed aughed ed aft,A B A B,1 0 1 0,1
613,grievously blade man swayed,y ade an ayed,A B C B,1 1 1 1,2
614,battletower spears town down renown engineers,er ars own own own ers,A B C C C D,0 0 1 1 1 0,1
615,men agony wessex sea,en y ex ea,A B C B,1 1 1 0,2
616,guard fear advance lance spear,uard ear ance ance ear,A B C C B,0 1 1 1 1,1
617,marcus wall fallen fall,us all en all,A B C B,1 1 1 1,2
618,bloodless enow dung now,ess ow ung ow,A B C B,1 1 1 1,2
619,ash free land stand hand knee,ash ee and and and ee,A B C C C B,1 1 1 1 1 1,1
620,homes bough gurth earth now,omes ough urth earth ow,A B C D B,0 1 0 1 1,2
621,captain line rear spear rhine,ain ine ear ear ine,A B C C B,1 1 1 1 1,1
622,walls pass sea glamoury tree glass,alls ass ea y ee ass,A B C C C B,0 1 1 0 1 1,1
623,towns show expound ground found grow,owns ow ound ound ound ow,A B C C C B,0 1 1 1 1 1,1
624,beliefs blown unbelief alone,efs own ief one,A B C B,0 1 1 0,2
625,backwards spear routing shouting midcareer,ards ear ing ing eer,A B C C B,0 1 1 1 1,1
626,sword run never sever ever done,ord un er er er one,A B C C C B,1 1 0 0 0 0,1
627,men sky spear dry,en y ear y,A B C B,1 1 1 1,2
628,amain death blood good wood laboureth,ain eath ood ood ood eth,A B C C C D,1 1 1 1 1 0,1
629,farms abode earth worth gurth road,arms ode earth orth urth oad,A B C C E B,0 1 1 1 0 1,1
630,oak vellum glass potentias gorlias bellum,oak um ass ias ias um,A B C D D B,1 1 1 0 0 1,1
631,him palm among upflung tongue psalm,im alm ong ung ue alm,A B C C D B,1 1 1 0 1 1,1
632,field ragingly blow brow knee,ield y ow ow ee,A B C C B,1 1 1 1 0,1
633,head proof shield upheeled field roof,ead oof ield eeled ield oof,A B C D C B,1 1 1 0 1 1,1
634,fight aroam battlefield shield dome,ight oam ield ield ome,A B C C B,1 1 1 1 1,1
635,ogier hell inside hide side well,ier ell ide ide ide ell,A B C C C B,0 1 1 1 1 1,1
636,shield around eye italy agony sound,ield ound ye y y ound,A B C C C B,1 1 0 0 0 1,1
637,alive away flings play,ive ay ings ay,A B C B,1 1 0 1,2
638,rigidly danes fallen plains,y anes en ins,A B C D,1 0 1 0,0
639,remember weald world shield,er eald orld ield,A B C D,0 0 1 1,0
640,her sea man me,er ea an e,A B C B,0 1 1 1,2
641,south lines olives vines,outh ines ives ines,A B C B,1 0 0 0,2
642,south run sea sun,outh un ea un,A B C B,1 1 1 1,2
643,fallen gone broken on,en one en on,A B A B,1 1 1 0,1
644,dream sea broken free,eam ea en ee,A B C B,1 1 1 1,2
645,come down hordes drown,ome own ordes own,A B C B,1 1 0 1,2
646,down skiff swirled world cliff,own iff irled orld iff,A B C D B,1 1 0 1 1,2
647,world fit river it,orld it er it,A B C B,1 1 0 1,2
648,world sounds men hounds,orld unds en unds,A B C B,1 0 1 0,2
649,hinds men world then,inds en orld en,A B C B,0 1 1 1,2
650,sword crown thunder thereunder down,ord own er er own,A B C C B,1 1 0 0 1,1
651,him song smoke folk along,im ong oke olk ong,A B C D B,1 1 1 0 1,2
652,colan plied plague died,an ied ue ied,A B C B,1 0 1 0,2
653,them knee seven tree,em ee en ee,A B C B,1 1 1 1,2
654,woods way ways away,ods ay ays ay,A B C B,0 1 0 1,2
655,ways fell bay array way fell,ays ell ay ay ay ell,A B C C C B,0 1 1 1 1 1,1
656,ethandune spears forestharms arms alarms ears,une ars arms arms arms ars,A B C C C B,1 0 0 0 0 0,1
657,ethandune mail morn horn borne gael,une ail orn orn orne ael,A B C C D E,1 1 1 1 0 0,2
658,down alone pass grass stone,own one ass ass one,A A B B A,1 0 1 1 0,1
659,ever turf divine line surf,er urf ine ine urf,A B C C B,0 1 1 1 1,1
660,divisions understand mystery sea land,ons and y ea and,A B C C B,0 1 1 0 1,1
661,days vain town down again,ays ain own own ain,A B C C B,0 1 1 1 1,1
662,battletowers spires snow pyres,ers ires ow es,A B C D,0 0 1 0,0
663,royally town aspire higher tire down,y own ire er ire own,A B C D C B,1 1 1 0 1 1,1
664,alfred way wild child day,ed ay ild ild ay,A B C C B,1 1 1 1 1,1
665,hunter home arms rome,er ome arms ome,A B C B,0 1 0 1,2
666,mind gay gravely play,ind ay y ay,A B C B,1 1 1 1,2
667,back were victory despair,ack ere y air,A B C B,1 1 1 0,2
668,forgotten brave crumbled grave,en ave ed ave,A B C B,1 1 1 1,2
669,away tomb wantage doom,ay omb age oom,A B C B,1 1 1 1,2
670,fears sea innocence mastery,ars ea ence y,A B C B,0 1 1 0,2
671,down oer burns returns ferns more,own oer urns urns erns ore,A B C C D E,1 0 0 0 0 1,2
672,unslung scorn ethandune horn,ung orn une orn,A B C B,1 1 1 1,2
673,way ride steel peal pride,ay ide eel eal ide,A B C C B,1 1 1 1 1,1
674,head task brier fire cask,ead ask ier ire ask,A B C C B,1 1 0 0 1,1
675,up sight encamped night,up ight amped ight,A B C B,1 1 0 1,2
676,stay few sigh fly by blew,ay ew igh y y ew,A B C C C B,1 1 1 1 1 1,1
677,statues stone tall wall small alone,ues one all all all one,A B C C C B,0 1 1 1 1 1,1
678,star hill lay away grey still,ar ill ay ay ey ill,A B C C C B,1 1 1 1 1 1,1
679,alfred foe flowers so,ed oe ers o,A B C B,1 1 0 1,2
680,better poles ditch witch holes,er oles itch itch oles,A B C C B,0 0 1 1 0,1
681,crow strong house song,ow ong ouse ong,A B C B,1 1 1 1,2
682,slaves infamy think drink sink me,aves y ink ink ink e,A B C C C D,0 1 1 1 1 1,1
683,land discrowned slink drink brink round,and owned ink ink ink ound,A B C C C B,1 0 1 1 1 0,1
684,paladins ken thanes danes remains men,ins en anes anes ins en,A B C C A B,0 1 0 0 0 1,1
685,furrows trees dead tread seas,ows ees ead ead eas,A B C C B,0 1 1 1 1,1
686,stillness sun least done,ess un east one,A B C B,1 1 1 0,2
687,shieldwall hedge cool edge,all edge ool edge,A B C B,1 1 1 1,2
688,seakings sea drive alive we,ings ea ive ive e,A B C C B,0 1 1 1 1,1
689,ended line spear fear brine,ended ine ear ear ine,A B C C B,0 1 1 1 1,1
690,said horn empery commonly venery battlemorn,aid orn y y y orn,A B C C C B,1 1 1 1 1 1,1
691,fallen kings sign line things,en ings ign ine ings,A B C C B,1 0 1 1 0,1
692,sign bay blasts they,ign ay asts ey,A B C B,1 1 0 1,2
693,sign rod sign god,ign od ign od,A B A B,1 1 1 1,1
694,ways large time charge,ays arge ime arge,A B C B,0 1 1 1,2
695,clumsily why rod god die,y y od od ie,A A B B A,1 1 1 1 1,1
696,arrow flown breast rest blown,ow own east est own,A B C C B,1 1 1 0 1,1
697,saw death rent innocent went nazareth,aw eath ent ent ent eth,A B C C C D,1 1 1 1 1 0,1
698,light then sky womanly men,ight en y y en,A B C C B,1 1 1 1 1,1
699,forest stand art heart hand,est and art eart and,A B C C B,1 1 1 1 1,1
700,blindly fear ring king halloing sling spear,y ear ing ing oing ing ear,A B C C D C B,1 1 1 1 0 1 1,1
701,laughter wide tree suddenly aside,er ide ee y ide,A B C C B,0 1 1 0 1,1
702,ogier line high sky,ier ine igh y,A B C C,0 1 1 1,2
703,cry spine dead sign,y ine ead ign,A B C B,1 1 1 1,2
704,blasting death will spill kill beneath,ing eath ill ill ill eath,A B C C C B,1 1 1 1 1 1,1
705,rend gong nightmare long,end ong are ong,A B C B,1 1 1 1,2
706,boil reins clamorously lie die danes,oil ins y ie ie anes,A B C C C D,1 0 1 1 1 0,1
707,cried turn seas trees knees burn,ied urn eas ees ees urn,A B C C C B,0 1 0 0 0 1,1
708,them flame dale vale ale name,em ame ale ale ale ame,A A B B B A,1 0 1 1 1 0,1
709,them borne rune moon ethandune horn,em orne une oon une orn,A B C C C D,1 0 1 1 1 1,1
710,disorderly clamouring tale ale pale king,y ing ale ale ale ing,A B C C C B,1 1 1 1 1 1,1
711,hour witnesseth he victory murderously death,our eth e y y eath,A B C C C D,1 0 1 0 0 1,1
712,ship hand bower hour tower guelderland,ip and er our er and,A B C C C B,1 1 0 1 0 1,1
713,boat nile lips eclipse battleships isle,oat ile ips ipse ips isle,A B C C C B,1 1 0 0 0 0,1
714,harvestsong slew bell fell sigael yew,ong ew ell ell ael yew,A B C C D B,1 1 1 1 0 0,1
715,slaughter slain throat smote dane,er ain oat ote ane,A B C C B,0 1 1 1 1,1
716,company road din in kin woad,y oad in in in oad,A B C C C B,1 1 1 1 1 1,1
717,aloft band lord horde battlesword hand,oft and ord orde ord and,A B C D C B,1 1 1 0 1 1,1
718,him far land understand hand war,im ar and and and ar,A B C C C B,1 1 1 1 1 1,1
719,buccaneer died quail gael vale replied,eer ied ail ael ale ied,A B C D C B,1 0 1 0 1 0,1
720,hedger dead low fro dead,er ead ow o ead,A B C C B,0 1 1 1 1,1
721,flag torn altered morn,ag orn ered orn,A B C B,1 1 0 1,2
722,tempest tall luminous us fall,est all ous us all,A B C C B,1 1 1 1 1,1
723,sky light change strange flight,y ight ange ange ight,A B C C B,1 1 1 1 1,1
724,split sea knees certainties sees he,it ea ees ies ees e,A B C D C B,1 1 1 0 1 1,1
725,battlebreech dane brand land hand rein,eech ane and and and ein,A B C C C B,1 1 1 1 1 1,1
726,lord gods laughter rods,ord ods er ods,A B C B,1 0 0 0,2
727,ours wine woodways sign,urs ine ays ign,A B C B,0 1 0 1,2
728,forest spears guthrum years,est ars um ars,A B C B,1 0 1 0,2
729,jostle toss flying dying crying cross,e oss ying ying ying oss,A B C C C B,1 1 0 0 0 1,1
730,river days guthrum ways,er ays um ays,A B C B,0 0 1 0,2
731,wessex home boon moon ethandune come,ex ome oon oon une ome,A B C C C B,1 1 1 1 0 1,1
732,sea palisades cling king christening raids,ea ades ing ing ing ids,A B C C C D,1 0 1 1 1 0,1
733,wiped utterly read heed indeed he,iped y ead eed eed e,A B C C C D,0 1 1 1 1 1,1
734,chrismloosing afar northwesterly free sea star,ing ar y ee ea ar,A B C C C B,1 1 1 0 0 1,1
735,alfred done peace sun,ed one eace un,A B C B,1 1 1 0,2
736,orchard red bosom head,ard ed om ead,A B C B,1 1 1 1,2
737,men hod christian ran man god,en od ian an an od,A B C D D B,1 1 0 1 1 1,1
738,kings tombs nook shook book dooms,ings ombs ook ook ook oms,A B C C C D,0 0 1 1 1 0,1
739,earth welcoming earth king,earth ing earth ing,A B A B,1 1 1 1,1
740,face hurled sea mystery be world,ace urled ea y e orld,A B C C C B,1 0 1 0 1 0,1
741,gates floor black track back door,ates oor ack ack ack oor,A B C C C B,0 1 1 1 1 1,1
742,face lords bold old gold swords,ace ords old old old ords,A B C C C B,1 0 1 1 1 0,1
743,gardens skies on john paradise,ens ies on ohn ise,A B C D B,0 0 1 0 0,2
744,majeure reign name came aflame charlemagne,eure eign ame ame ame agne,A B C C C D,0 1 1 1 1 0,1
745,embassies said tune ethandune soon lead,ies aid une une oon ead,A B C C C B,0 1 1 1 1 0,1
746,england ride own own throne strathclyde,and ide own own one yde,A B C C C D,1 1 1 1 0 0,1
747,orchard red bosom said,ard ed om aid,A B C B,1 1 1 0,2
748,fail fit life it,ail it ife it,A B C B,1 1 1 1,2
749,plains fool see athelney rule,ins ool ee ey ule,A B C D B,0 1 1 1 0,2
750,better there wide cried tide share,er ere ide ied ide are,A B C C C A,0 1 1 1 1 0,1
751,thronescramble oppressed athelney unceasingly sea blest,e essed ey y ea est,A B C A A B,1 0 1 0 1 0,1
752,book tales pen wren men whales,ook ales en en en ales,A B C C C B,1 0 1 1 1 0,1
753,it fast lit it fit last,it ast it it it ast,A B A A A B,1 1 1 1 1 1,1
754,saint king tough bluff enough thing,aint ing ough uff ough ing,A B C C C B,1 1 1 1 1 1,1
755,alfred repose sight light white snows,ed ose ight ight ite ows,A B C C C B,1 1 1 1 1 1,1
756,torchlight grey grass day,ight ey ass ay,A B C B,1 1 1 1,2
757,torchlight dull kings things openings full,ight ull ings ings ings ull,A B C C C B,1 1 0 0 0 1,1
758,hair gold cords lords old,air old ords ords old,A B C C B,1 1 0 0 1,1
759,it amain arm harm farm again,it ain arm arm arm ain,A B C C C B,1 1 1 1 1 1,1
760,angles plains thames eastwarddanes,angles ins ames anes,A B C D,0 0 0 0,0
761,knee ire ill shire,ee ire ill ire,A B C B,1 1 1 1,2
762,saints guard gold old hard,ints uard old old ard,A B C C B,0 0 1 1 1,1
763,them hoar smote throat more,em oar ote oat ore,A B C C B,1 1 1 1 1,1
764,him power heed breed weed hour,im er eed eed eed our,A B C C C B,1 0 1 1 1 1,1
765,ever door grass more,er oor ass ore,A B C B,0 1 1 0,2
766,secret free pass morass grass tyranny,et ee ass ass ass y,A B C C C B,1 1 1 1 1 0,1
767,also high grass sigh,o igh ass igh,A B C B,1 1 1 1,2
768,raid am year here spear batteringram,aid am ear ere ear am,A B C C C B,1 1 1 1 1 1,1
769,melt true old anew,elt ue old ew,A B C B,1 1 1 1,2
770,star nod knell well bell god,ar od ell ell ell od,A B C C C B,1 1 1 1 1 1,1
771,head downs press bitterness crowns,ead owns ess ess owns,A B C C B,1 0 1 1 0,1
772,colan sea rod untrod god glastonbury,an ea od od od y,A B C C C B,1 1 1 1 1 0,1
773,westward nigh fell well dwell sky,ard igh ell ell ell y,A B C C C B,1 1 1 1 1 1,1
774,host blade pondering thing said,ost ade ing ing aid,A B C C B,1 1 1 1 1,1
775,lady athelney sod trod god sea,y ey od od od ea,A B C C C A,1 1 1 1 1 0,1
776,it burn go slow know return,it urn o ow ow urn,A B C C C B,1 1 1 1 1 1,1
777,warships brands eating hands,ips ands ing ands,A B C B,0 0 1 0,2
778,hunters war words birds star,ers ar ords irds ar,A B C D B,0 1 0 0 1,2
779,clerks pen gaze days men,erks en aze ays en,A B C C B,0 1 1 1 1,1
780,suns stalk pea forestry see chalk,uns alk ea y ee alk,A B C C C B,0 1 1 0 1 1,1
781,sea wing us vergilius king,ea ing us ius ing,A B C D B,1 1 1 0 1,2
782,them sword knight lord,em ord ight ord,A B C B,1 1 1 1,2
783,them fire halfwit sire,em ire it ire,A B C B,1 1 1 1,2
784,pen clerk them dark,en erk em ark,A B C D,1 0 1 1,0
785,nothing lord obeyed abhorred,ing ord eyed orred,A B C D,1 1 0 0,0
786,tales kin winning beginning sinning sin,ales in ing ing ing in,A B C C C B,0 1 1 1 1 1,1
787,ruin mire world desire,uin ire orld ire,A B C B,0 1 1 1,2
788,dishonoured vain barbarian again,oured ain ian ain,A B C B,0 1 0 1,2
789,tide destiny heathen sea,ide y en ea,A B C B,1 1 1 0,2
790,him again chivalry see doubtfully plain,im ain y ee y ain,A B C C C B,1 1 1 0 1 1,1
791,down lawn far star war dawn,own awn ar ar ar awn,A B C C C B,1 1 1 1 1 1,1
792,fighting brokenly saxons sea,ing y ons ea,A B C B,1 1 0 0,2
793,sunrise crown gleam town,ise own eam own,A B C B,1 1 1 1,2
794,fragments wars renown down stars,ents ars own own ars,A B C C B,1 0 1 1 0,1
795,places high raid swayed by,es igh aid ayed y,A B C C B,0 1 1 1 1,1
796,river barge scribes tribes charge,er arge ibes ibes arge,A B C C B,0 1 0 0 1,1
797,rolled flames dreams thames,olled ames ams ames,A B C B,0 0 0 0,2
798,wall gates cloud loud fates,all ates oud oud ates,A B C C B,1 0 1 1 0,1
799,hill wan crept slept man,ill an ept ept an,A B C C B,1 1 1 1 1,1
800,foot then commonweal peel wheel men,oot en eal eel eel en,A B C C C B,1 1 1 1 1 1,1
801,throve silently valley be,ove y ey e,A B C D,1 1 1 1,0
802,river crown sky ivory by town,er own y y y own,A B C C C B,0 1 1 1 1 1,1
803,sun run feared beard lips ships italy sea loss cross glass mass gun sun,un un eared eard ips ips y ea oss oss ass ass un un,A A B C D D E E F F G G A A,1 1 0 1 0 0 1 0 1 1 1 1 1 1,1
804,heard stirred stall wall sung young unafraid crusade far war cold oldgold kettledrums comes curled world,eard irred all all ung oung aid ade ar ar old old ums omes urled orld,A B C C D D E E F F G G H I J J,1 0 1 1 1 0 1 1 1 1 1 1 0 0 0 0,1
805,free hurrah africa austria sea,ee ah a ia ea,A B C D A,1 0 0 0 1,2
806,star war knees seas ease trees,ar ar ees eas ease ees,A A B B B B,1 1 1 1 1 1,1
807,bring wing genii eye sky king,ing ing ii ye y ing,A A B C C A,1 1 0 0 0 1,1
808,morn scorn sea be curl pearl ground mahound hide abide rest west sun done know ago fate gate worth earth,orn orn ea e url earl ound ound ide ide est est un one ow o ate ate orth earth,A A B B C C D D E E F F G G H H I I J J,1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0,1
809,jar war hurrah iberia austria alcalar,ar ar ah ia ia ar,A A B C C A,1 1 0 0 0 1,1
