textid,poem,endwords,goldvector
938,POEM167,straind desire retaind quire,1 2 1 2
939,POEM168,eyes seeing rise being,1 2 1 2
940,POEM168,fires me desires me,1 2 1 2
941,POEM168,tears me fears me,1 2 1 2
942,POEM169,more friends oer ends too you,1 2 1 2 3 3
943,POEM169,can pain man strain make sake,1 2 1 2 3 3
944,POEM169,takes see makes we try by,1 2 1 2 3 3
945,POEM170,fools change stools range lives wives,1 2 1 2 3 3
946,POEM170,excel fight well aright deed breed,1 2 1 2 3 3
947,POEM170,change make strange sake descrid trid,1 2 1 2 3 3
948,POEM170,store forth more worth curst first,1 2 1 2 3 3
949,POEM171,again who swain too known none own,1 2 1 2 3 3 3
950,POEM171,glad me mad be scorn forborn torn,1 2 1 2 3 3 3
951,POEM171,fair too air do blown known shown,1 2 1 2 3 3 3
952,POEM171,bright doubt light out fears hears ears,1 2 1 2 3 3 3
953,POEM171,love no move know blame fame name,1 2 1 2 3 3 3
954,POEM171,fly eye unblest exprest rest,1 1 2 2 2
955,POEM172,blind be she me behind,1 2 2 2 1
956,POEM172,sweet meet feet he tree fears between seen hairs years embrace face ears,1 1 1 2 2 3 4 4 3 5 6 6 5
957,POEM173,jealousie me kind mind desire fire shine mine,1 1 2 2 3 3 4 4
958,POEM173,love prove were fear forth worth please disease,1 1 2 2 3 3 4 4
959,POEM174,take make night disguisd surprisd awake sake delight spight inquire desire aid afraid sight,1 1 2 3 3 1 1 2 2 4 4 5 5 2
960,POEM175,could would done son father gather long strong limb him life strife will still kept swept offence thence,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
961,POEM175,these trees reprehend amend holy folly light sight when men won done scant want read shed be he,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
962,POEM175,become tomb sloth both,1 1 2 2
963,POEM176,do too then men mind find desire fire laid upbraid prevent meant know owe take make shame name sink think whom some hard marrd receivd weavd scant want me free weight streight won done call fall gaind obtaind face brace delay away receive leave would could,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23
964,POEM176,sword word ear forswear went scent command understand land hand gull pull so flow enquire hire made blade apply cry fed bread quite bite see me will still need deed tell well trade invade land strand shift gift zeal reveal cloud alowd purse nurse breasts rests punck drunk midsun done know show make healthssake nights rites state rate mean obscene skill ill write light good understood go know none one beast decreast sun run,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30 31 31 32 32 33 33 34 34 35 35 36 36 37 37
965,POEM176,gone none advance chance he be bed head know so glad add true too on keystone put shut men when under wonder fast last toes those weight height brave have got knot see be much such do too life strife when men shall all,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22
966,POEM177,sure obscure care are much such be free may allay fly humanity more before wound found do too errd preferrd much such eye why days praise,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
967,POEM177,now vow been seen still fill too do skill will pain again redeemd disesteemd urgd purgd rectified spied ways decays rite sight how now conduct instruct lost cost stile while wit fit choice voice praise raise round bound shown own gratulate state name same to do love approve wrought brought friend defend count mount and understand abuse muse tell farewel,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30
968,POEM178,drum come quit it alive revive life strife,1 1 2 2 3 3 4 4
969,POEM178,toil spoil nurse worse purse curse loves proves last past sir fur show blow man can would could upon gone day stay swells rebels weeds seeds fate desperate capital call fled dead sought thought mixt fixd coyn groin spend commend back rack lord afford more whore these leese merit spirit proud clowd could would glass ass net set prick sick ill pickardill tail rail long song itch bitch feel steel enter venter inherit spirit,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30 31 31 32 32 33 33 34 34 35 35 36 36 37 37
970,POEM178,proud allowd strange exchange wife life poor whore companies eyes friend end or for infamd namd scorn marriagehorn fit wit throw blow fleet street day way last cast glass pass these disease health stealth feasts guests more door peace increase place race bear were take make friend end day play waste cast can man pursues views content spent not got vanity felicity than menman bowl soul me he cast waste beer there cheap heap,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30 31 31 32 32 33 33 34 34 35 35 36 36 37 37
971,POEM178,applaud bawd give live times rhymes spies lies blood understood proud loud more store mankind find hand land thee be deeds bleeds glory sorry makst takst complain again on one good understood fame name hear swear had mad war star,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20
972,POEM178,stay say day gray pay die i,1 1 1 1 1 2 2
973,POEM179,pay day grudge judge there sincere be me band understand takes forsakes be me willingly lie rest best,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
974,POEM180,write invite gaze amaze near fear streight conceit swear dare blind find ends friends think wink state imitate impartially destiny go so assigns lines,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12
975,POEM180,fires desires bends sends rings wings discloses roses kisses blisses no so none one love prove how now still will abuse excuse one alone wife life vary extraordinary,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14
976,POEM181,in sin may say it fit must trust perceivd weavd,1 1 2 2 3 3 4 4 5 5
977,POEM181,spots knots discourse worse,1 1 2 2
978,POEM181,see be worse curse be she whore more forestall all,1 1 2 2 3 3 4 4 5 5
979,POEM181,speak break tear ear mass was all laystall sink stink,1 1 2 2 3 3 4 4 5 5
980,POEM182,praise such much raise,1 2 2 1
981,POEM182,gone move love one,1 2 2 1
982,POEM182,because use choose laws,1 2 2 1
983,POEM182,you agen men true,1 2 2 1
984,POEM182,reard away decay feard,1 2 2 1
985,POEM182,flame expence excellence name,1 2 2 1
986,POEM182,deity designd find i,1 2 2 1
987,POEM182,shrine intreat heat mine,1 2 2 1
988,POEM182,scant view you want,1 2 2 1
989,POEM183,lie sloth die security moath both,1 2 1 1 2 2
990,POEM183,springs waste strings sings disgract defact,1 2 1 1 2 2
991,POEM183,be cause thee free pause applause,1 2 1 1 2 2
992,POEM183,fry baits balladry poesie conceits waits,1 2 1 1 2 2
993,POEM183,lyre strain aspire fire again brain,1 2 1 1 2 2
994,POEM183,age reproof page stage aloof hoof,1 2 1 1 2 2
995,POEM184,same history fame eternity,1 2 1 2
996,POEM184,good securd understood durd,1 2 1 2
997,POEM184,hand springs wand things,1 2 1 2
998,POEM184,rears own bears known antiquity memory,1 2 1 2 3 3
999,POEM185,use invention muse intention advance chance envy apply lyre inspire brain fire strain,1 2 1 2 3 3 4 4 5 5 6 5 6
1000,POEM185,light affection sight reflection charms arms spirit merit view true conclude you rude,1 2 1 2 3 3 4 4 5 5 6 5 6
1001,POEM185,unfortunate errrors state terrors innocence offence disfavour savour thrall fall anatomy hall phlebotomy,1 2 1 2 3 3 4 4 5 5 6 5 6
1002,POEM185,steropes beating ease heating ire fire wasteth lasteth shotfree injury hit see wit,1 2 1 2 3 3 4 4 5 5 6 5 6
1003,POEM185,lord clearest stord dearest,1 2 1 2
1004,POEM185,divine shine places graces hand command importune stand fortune,1 1 2 2 3 3 4 3 4
1005,POEM185,friend wound found tend corporal critical flight sight mind lie misapply unkind,1 2 2 1 3 3 4 4 5 6 6 5
1006,POEM185,hand gaind raind command more store bought caught truth high reverently youth,1 2 2 1 3 3 4 4 5 6 6 5
1007,POEM186,see thee lute mute boy joy verse rehearse catullus tibullus song among high die choice voice name fame line divine raisd praisd old foretold set yet muse refuse miss pancharis bring sing,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16
1008,POEM186,song throng best rest,1 1 2 2
1009,POEM186,it dumb become poet it some overcome it armory bow overthrow apply take make,1 2 2 1 1 2 2 1 3 4 4 3 5 5
1010,POEM186,wits fits conceit treasure measure weight calling falling ground letters fetters bound known flown banishd together wither vanishd away stay bewaild dry die failed stage age crowning bays praise frowning infection protection spoiled tongues wrongs foiled flourish nourish restore again brain before,1 1 2 3 3 2 4 4 5 6 6 5 7 7 8 9 9 8 10 10 11 12 12 11 13 13 14 15 15 14 16 16 17 18 18 17 19 19 20 21 21 20
1011,POEM186,want scant measure abused refused ceasure thee be ever time rhyme never meet feet unsounder fool school founder,1 1 2 3 3 2 4 4 5 6 6 5 7 7 8 9 9 8
1012,POEM187,mankind find be epitome good blood shield field realm helm name fame thought sought surprize eyes shoot root rate state,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
1013,POEM188,be decree is his health wealth fame name laws cause,1 1 2 2 3 3 4 4 5 5
1014,POEM189,extends friends aid afraid be fee foes oppose times crimes know so scent punishment sight right,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
1015,POEM190,bar war field yield men benn rife strife put shut hence eloquence knew new times crimes laws cause sound wound be fee touch much hand command best possest court fort stile while word sword palm balm love above fame name,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20
1016,POEM191,be thee store more,1 1 2 2
1017,POEM191,sought brought plot that hath bath got rot disgrace face amiss this prevaild faild,1 1 1 2 2 2 3 3 4 4 5 5 6 6
1018,POEM192,stild mild filld child soul roll,1 2 1 2 3 3
1019,POEM193,shade made be he,1 1 2 2
1020,POEM193,sun run dark spark,1 1 2 2
1021,POEM193,afire desire see be,1 1 2 2
1022,POEM193,stild wild mild child,1 1 2 2
1023,POEM194,you true due,1 1 1
1024,POEM194,book look took,1 1 1
1025,POEM194,commit fit spit,1 1 1
1026,POEM194,receive leave weave,1 1 1
1027,POEM194,keep steep sleep,1 1 1
1028,POEM194,severe austere hear,1 1 1
1029,POEM194,amity liberty property,1 1 1
1030,POEM194,use choose abuse,1 1 1
1031,POEM194,love reprove move,1 1 1
1032,POEM194,free be me,1 1 1
1033,POEM194,sway obey betray,1 1 1
1034,POEM195,had mad ill kill sense offence may stay fair despair joy destroy storm form see me great defeat save have fault vault nice vice in sin be me more before man can grieve relieve now you crost lost child mild demerit disinherit meant spent ail fail,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23
1035,POEM195,gone on distrust unjust air fair apply deny again rain dew grew grave have preserve starve given heaven infusd abusd hence offence ills kills quake shake world hurld weather together serenity die say day obtain rain much such state emulate this kiss win sin i die infamy apply malt salt chalk walk chore more race face pain disdain end offend you true see me move love tho go away decay heart depart run sun,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30 31 31 32 32 33 33 34 34 35 35 36 36 37 37
1036,POEM195,have grave,1 1
1037,POEM196,true you air fair youth truth eyes perjuries matter water breath death sweet meet tears fears kisses blisses break speak must just be thee jealousie contrary chear bear thames streams endures yours you rue he me vvord third slain cain pity witty eye infamy thrice price dies eyes tongue flung feast beast receive alive praise days take make saw law plays ways intent impertinent these disease sweet get,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30 31 31 32 32 33 33 34 34
1038,POEM196,part art,1 1
1039,POEM197,conceive leave up cup i memory meet sweet stealth health nights rites shade made chear elsewhere birth mirth light sprite himself pelf face grace man can breeds weeds soon spoon pass ass come home land stand fly belie trust just keep sleep thought brought wine countermine discover lover tell farewel,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25
1040,POEM198,farewell tell can man noonday away hemisphere year hours powers prime time depart heart,1 1 2 2 3 3 4 4 5 5 6 6 7 7
1041,POEM198,fear there be me become tomb men agen,1 1 2 2 3 3 4 4
1042,POEM199,cold old move love be he indorse horse see me right sight fair air in pin must lust wives lives not got elves selves leather thither swarm charm year near whaleboneman span wits fits know no down gown on gone letchery preoccupy horse force on caparison stools fools have brave groom become love glove shooe too that what peep creep prose those,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30 31 31
1043,POEM199,despight write he see other mother gown town strange exchange one none deride cheapside day display lace place love move hat fat envy why case face,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
1044,POEM200,fire ire devour hour life wife scorn horn down crown denied bride pain brain heresie blasphemy looks books spy lye be thee crown gown times rhymes find behind gaule all quixote begot tomes palindromes anagrams flams hearse verse names flames say allay play day,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22
1045,POEM200,go so executioner power cruelty variety piece geese eyes pies age rage boast gost desire fire steam ream enough stuff come sum dwarfs wharfs peers oliveers loss rosiecross rings brings tongues lungs match catch sally popesheadalley all ball sup up accite appetite parts arts poetry spy too do among song afraid maid there year spent lent humanity divinity guides sides lurk work grace face aspire fire gone none best breast cup up god odd,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30 31 31 32 32 33 33 34 34 35 35 36 36 37 37
1046,POEM200,day say gunpowder quicksilver banckside provide needs reeds coats boats them stratagem pranck bank parish marish in been piles tiles news stews loose goose popery mystery ears bears garden arden return burn advance inheritance whore more too do power hour spare care come rome spights rights guilt built destroyd enjoyd stealth commonwealth gone one ye chancery injunction gone despight right brewhouses furnaces smoke choak hill mill about out spy dye worse curse be me,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30 31 31 32 32 33 33 34 34 35 35 36 36 37 37
1047,POEM200,us ephesus divine mine still fill elsewhere there met beget might delight countermine fine praise ways peace increase kingsmen agen pox box do too,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12
1048,POEM201,say day tower ambassadour tell well horse force may day dead fled then men take make yield field done swynnerton been in artilleryyard spard youth truth look posturebook drill brill ear were hugh view read shed be he saw breda might sight epitome soldiery dry aldermanity,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23
1049,POEM201,blood stood fame name bold old,1 1 2 2 3 3
1050,POEM201,men fen tame same sons guns heirs affairs done soon storm inform thus us we free show know speak break breed creed rank bank rate state we be whom become care are arms harms gate late meet sweet here there fire attire hair repair away stay blocks mocks holds moulds,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25
1051,POEM202,be thee said read those goes yet spit nurse purse ends friends take make,1 1 2 2 3 3 4 4 5 5 6 6 7 7
1052,POEM202,do too counterfeits nets unfold old be thee own none understand land,1 1 2 2 3 3 4 4 5 5 6 6
1053,POEM203,gown crown store more good understood aid afraid integrity authority laws cause eloquence defence deal weal laws draws kinds minds before more rise eyes,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12
1054,POEM204,do unto would gold fly ambitiously eyes comprimise think drink such much week seek protest jeast dead fed sin in fits wits affairs theirs times rhymes deal meal,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14
1055,POEM205,one none design valltelline meet fleet sent meant conspire desire sword restord draws cause states fates well tell one reception underhears bears may clay court sort too do press less man can heaven given sent permanent lights sights colds folds flame shame serve preserve theirs stairs know so then ben,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25
1056,POEM206,father rather cellar dweller commission condition taster master faces races him him freer overseer meeting greting him him gladness sadness,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
1057,POEM206,younger stronger eases diseases follow apollo quicker liquor poet it quarrel barrel graces places other mother here there too too free be communion union passage embassage up europe advances dances skipping shipping shady lady,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17
1058,POEM207,me see pit wit creates candidates muse news goes those them theam expence sense holydays plays viewd indud eye secresie do too wit it divine mine idolatry buy forswore more delight candlelight case grace,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17
1059,POEM207,away day perceive leave other mother heed deed place grace scorn born,1 1 2 2 3 3 4 4 5 5 6 6
1060,POEM208,life wife right spight do too were here time climb height weight name fame be see foul soul view true go know entertain fain good blood friends ends mind refind view true own known one none,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18
1061,POEM209,pile smile midst didst day pray year here seal weal he degree heir chair full wooll known own sing king,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
1062,POEM210,it poet it tire higher lier eater greater cheater confession digression expression,1 1 1 2 2 2 3 3 3 4 4 4
1063,POEM211,wast vast embracd,1 1 1
1064,POEM211,stoops droops hoops,1 1 1
1065,POEM211,law draw saw,1 1 1
1066,POEM211,came monogram am,1 1 1
1067,POEM211,be see me,1 1 1
1068,POEM211,might spright delight,1 1 1
1069,POEM211,write white light,1 1 1
1070,POEM211,face place burlase,1 1 1
1071,POEM212,horse force race thrace greece piece pegasus cyllarus tell arundell endorse horse,1 1 2 2 3 3 4 4 5 5 6 6
1072,POEM213,seen been dwell well room groom bread fed,1 1 2 2 3 3 4 4
1073,POEM214,weighd paid tale scale streight weight fear severe upright mite found pound socket pocket store more fashion protestation letter better,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
1074,POEM215,think ink give outlive brain stain moth cloth,1 1 2 2 3 3 4 4
1075,POEM216,me free fit it muse refuse cold old approach coach pound abound air fair fear ear jealousie by send commend dressingstool fool rhyme time man can,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
1076,POEM216,due you day pay,1 1 2 2
1077,POEM217,burges urges cry pie venter debenture ben when muses refuses apprehension pension behind mind near chear wit fit sport court money coney table enable poet it bed head,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14
1078,POEM218,thee free note coat praise bays spring crampring those nose wit fit alife wife,1 1 2 2 3 3 4 4 5 5 6 6 7 7
1079,POEM219,arms harms skill kill time chime fire higher pair air force course draw law,1 1 2 2 3 3 4 4 5 5 6 6 7 7
1080,POEM219,true you fit it yours ancestors heats sweats bands hands,1 1 2 2 3 3 4 4 5 5
1081,POEM220,read dead laware care spight light good blood flame name parts arts war star ill kill envyd dyd,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
1082,POEM221,sport court rate state alive thrive hands understands blest rest ask task oft soft sin in way pray rod god,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
1083,POEM222,grace place such touch try poverty,1 1 2 2 3 3
1084,POEM222,enlarge charge more score estates rates do too,1 1 2 2 3 3 4 4
1085,POEM223,due true restore more pay away grutch such too do supply posterity infinite requite,1 1 2 2 3 3 4 4 5 5 6 6 7 7
1086,POEM224,knew you say day about out cause laws grown own secure pure days ways broke provoke ease disease clown gown know owe,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11
1087,POEM225,birth earth rose disclose grow slow see be,1 1 2 2 3 3 4 4
1088,POEM225,moon soon run son,1 1 2 2
1089,POEM226,said maid i cry queen seen brought wrought isle smile so owe spring king,1 1 2 2 3 3 4 4 5 5 6 6 7 7
1090,POEM227,remember november way parishsteeple people holyday,1 1 2 3 3 2
1091,POEM227,tower pour thunder awake shake asunder,1 1 2 3 3 2
1092,POEM227,sound ground drums strong sprung thums,1 1 2 3 3 2
1093,POEM227,full pull sphears intelligence sense hears,1 1 2 3 3 2
1094,POEM227,mary harry lewis glory story prowess,1 1 2 3 3 2
1095,POEM227,above love upon were here on,1 1 2 3 3 2
1096,POEM227,king ring lance rout shout france,1 1 2 3 3 2
1097,POEM227,measure pleasure fear play day year,1 1 2 3 3 2
1098,POEM227,all call divine fair heir caroline,1 1 2 3 3 2
1099,POEM228,given pay driven nay grant true want blue sack use lack muse verse tierce,1 2 1 2 3 4 3 4 5 6 5 6 7 7
1100,POEM229,so show know owe begot not none comparison ill skill fright sight unlike strike means gleans near fear faculty spy are far life strife ends friends,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
1101,POEM230,clear year crown town about out return urn mankind find,1 1 2 2 3 3 4 4 5 5
1102,POEM230,back sack right night horld world met set foresee thee,1 1 2 2 3 3 4 4 5 5
1103,POEM230,space act face fact peers years state friends ends late stood good,1 2 1 2 3 3 4 5 5 4 6 6
1104,POEM230,parts arts then men flight sight strife life sup up,1 1 2 2 3 3 4 4 5 5
1105,POEM230,young tongue end friend son done round sound appear sphere,1 1 2 2 3 3 4 4 5 5
1106,POEM230,fears years stage age throng long spell wrought brought well fair air,1 1 2 2 3 3 4 5 5 4 6 6
1107,POEM230,tree be year sear day may night light see be,1 1 2 2 3 3 4 4 5 5
1108,POEM230,wine shine head dead age rage day say men ben,1 1 2 2 3 3 4 4 5 5
1109,POEM230,went rest meant exprest asterism schism tarry dioscuri harry design shine,1 2 1 2 3 3 4 4 4 5 5
1110,POEM230,are star chance tadvance time chime feasts protests good blood,1 1 2 2 3 3 4 4 5 5
1111,POEM230,why apply,1 1
1112,POEM230,tother other end friend surnames claims done morison,1 1 2 2 3 3 4 4
1113,POEM230,had saw glad law mankind find words pen men records chin in,1 2 1 2 3 3 4 5 5 4 6 6
1114,POEM231,extremities supplies charities,1 1 1
1115,POEM231,ingineers compeers years,1 1 1
1116,POEM231,braies ways days,1 1 1
1117,POEM231,in win bin,1 1 1
1118,POEM231,crown renown town,1 1 1
1119,POEM232,tower tier hour fire way more day shore can bells man else,1 2 1 2 3 4 3 4 5 6 5 6
1120,POEM232,shouts pray routs holyday song long,1 2 1 2 3 3
1121,POEM232,such much,1 1
1122,POEM233,bring king hand land state hate thee see kind blind wake ake,1 1 2 2 3 3 4 4 5 5 6 6
1123,POEM234,earth birth thing rain pain spring run sun air rise surprize fair nest drest spread hours powers bed return burn relate wit it state pleasd easd hand fair heir land,1 1 2 3 3 2 4 4 5 6 6 5 7 7 8 9 9 8 10 10 11 12 12 11 13 13 14 15 15 14
1124,POEM235,standingstay light way sight day stay seen queen,1 2 1 2 3 3 4 4
1125,POEM235,day fate way rowhamptongate best feast tune june,1 2 1 2 3 3 4 4
1126,POEM235,charge green large seen fine shine flower bower,1 2 1 2 3 3 4 4
1127,POEM235,time forth chime worth life strife war are,1 2 1 2 3 3 4 4
1128,POEM235,play side day bride drest rest fair hair,1 2 1 2 3 3 4 4
1129,POEM235,virginwhite duke light rebuke back lack queen seen,1 2 1 2 3 3 4 4
1130,POEM235,do land two hand appear clear day stay,1 2 1 2 3 3 4 4
1131,POEM235,shine sex thine intertex sow go way stay,1 2 1 2 3 3 4 4
1132,POEM235,showers tread flowers led door floor bride beside,1 2 1 2 3 3 4 4
1133,POEM235,look tell took well two do find kind,1 2 1 2 3 3 4 4
1134,POEM235,rarity man parity can they day express less,1 2 1 2 3 3 4 4
1135,POEM235,seen day queen may those chose upon own,1 2 1 2 3 3 4 4
1136,POEM235,treasurer deep err keep assays ways down crown,1 2 1 2 3 3 4 4
1137,POEM235,king son bring done eye espy man barbican,1 2 1 2 3 3 4 4
1138,POEM235,raisd fame praisd name stir spur meant punishment,1 2 1 2 3 3 4 4
1139,POEM235,king rites ring plights hand stand then amen,1 2 1 2 3 3 4 4
1140,POEM235,place consecrate grace celebrate knot not jealousie untie,1 2 1 2 3 3 4 4
1141,POEM235,gone day one way behind kind taught brought,1 2 1 2 3 3 4 4
1142,POEM235,night know might owe names fames die posterity,1 2 1 2 3 3 4 4
1143,POEM235,awhile earth file birth race grace vine fescennine,1 2 1 2 3 3 4 4
1144,POEM235,desires marriagebed fires lovelyhead old cold say weddingday,1 2 1 2 3 3 4 4
1145,POEM235,hall names call granddames thighs spies see pedigree,1 2 1 2 3 3 4 4
1146,POEM235,stem state them late found sound made shade,1 2 1 2 3 3 4 4
1147,POEM235,door firstfruits more suits delay day show know,1 2 1 2 3 3 4 4
1148,POEM236,father rather letters debtors extension pension annuity gratuity come sum bread fed times rhymes pitpatnoise boys hit wit decayd unlayd make sake pounds abounds worst burst tongue song,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14
1149,POEM237,state plate rooms looms get tintaret angelo outgo stone one wise eyes can man deserve carve life strife know owe increase peace eye standersby architect erect song long,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14
1150,POEM238,well excel parts arts temperate state room home street meet taen lane scanderone june bright light live give be thee bringst singst look book be me board lord had glad befall all,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16
1151,POEM239,harp day sharp way warpe when men then,1 2 1 2 1 3 3 3
1152,POEM240,year swains appear plains gains,1 2 1 2 2
1153,POEM240,bounds grounds lambs rams side divide,1 1 2 2 3 3
1154,POEM240,n ways can praise,1 2 1 2
1155,POEM240,song spring along sing,1 2 1 2
1156,POEM240,n forth can worth,1 2 1 2
1157,POEM240,grace bring place sing,1 2 1 2
1158,POEM241,ground found year were peace increase his is drest best,1 1 2 2 3 3 4 4 5 5
1159,POEM241,swains plains bounds grounds lambs rams woods floods he thee increase peace,1 1 2 2 3 3 4 4 5 5 6 6
1160,POEM241,ground found can n folds holds his is,1 1 2 2 3 3 4 4
1161,POEM241,move respect love neglect,1 2 1 2
1162,POEM241,free find degree kind,1 2 1 2
1163,POEM241,pain sense disdain influence,1 2 1 2
1164,POEM241,access multiply is victory,1 2 1 2
1165,POEM241,reducd gone inducd imagination,1 2 1 2
1166,POEM241,fate i rate injury,1 2 1 2
1167,POEM241,grace collect face respect,1 2 1 2
