textid,poem,endwords,goldvector
638,POEM4,gore down floor own more groan held felld,1 2 1 2 1 2 3 3
639,POEM4,dyes oer lies bore eyes store employ destroy,1 2 1 2 1 2 3 3
640,POEM4,chill red still dead kill bred soul whole,1 2 1 2 1 2 3 3
641,POEM4,shows there throws fair throes air fame same,1 2 1 2 1 2 3 3
642,POEM4,wake new partake view ache true cause pause,1 2 1 2 1 2 3 3
643,POEM4,eye what why sat sigh chat gave grave,1 2 1 2 1 2 3 3
644,POEM4,not away spot day forgot lay weaning meaning,1 2 1 2 1 2 3 3
645,POEM4,harp instrument sharp bent warp resent song strong,1 2 1 2 1 2 3 3
646,POEM4,wall theme all dream call stream brain rain,1 2 1 2 1 2 3 3
647,POEM4,quick arose sick foes shriek dose rave save,1 2 1 2 1 2 3 3
648,POEM4,sense face intense retrace pretence place her ever,1 2 1 2 1 2 3 3
649,POEM4,last show past know cast slow black lack,1 2 1 2 1 2 3 3
650,POEM4,within might sin light wherein blight above love,1 2 1 2 1 2 3 3
651,POEM4,her made bear laid were staid well dwell,1 2 1 2 1 2 3 3
652,POEM4,bare away there clay fair say seas cyclades,1 2 1 2 1 2 3 3
653,POEM4,song islander long her wrong err danger avenger,1 2 1 2 1 2 3 3
654,POEM4,sad shelf mad myself add elf tack back,1 2 1 2 1 2 3 3
655,POEM4,confined he mind sea wind lee em sigaeum,1 2 1 2 1 2 3 3
656,POEM4,is sea achilles contrary is be protesilaus us,1 2 1 2 1 2 3 3
657,POEM4,name plain same remain fame again walls crawls,1 2 1 2 1 2 3 3
658,POEM4,there uncouth stare youth bear mouth religion phrygian,1 2 1 2 1 2 3 3
659,POEM4,emerge slave surge grave urge gave information situation,1 2 1 2 1 2 3 3
660,POEM4,appeard fact heard act reard attackd pirate rate,1 2 1 2 1 2 3 3
661,POEM4,party case he face hearty grace demeanour tenor,1 2 1 2 1 2 3 3
662,POEM4,story impresario promontory mario hurry salario song long,1 2 1 2 1 2 3 3
663,POEM4,old life cold wife behold strife cicogna bologna,1 2 1 2 1 2 3 3
664,POEM4,nini all pelegrini carnival zecchini paul dancer answer,1 2 1 2 1 2 3 3
665,POEM4,like there strike fair pike air vigour figure,1 2 1 2 1 2 3 3
666,POEM4,set basin yet in get in perplex sex,1 2 1 2 1 2 3 3
667,POEM4,affectation bellow education fellow relation mellow believe recitative,1 2 1 2 1 2 3 3
668,POEM4,upon siryou one new man too lugo go,1 2 1 2 1 2 3 3
669,POEM4,forgot conceit jot sweet lot street breathe teeth,1 2 1 2 1 2 3 3
670,POEM4,recital crew all threw all blue sun one,1 2 1 2 1 2 3 3
671,POEM4,dardanelles firman spells can cells man couple constantinople,1 2 1 2 1 2 3 3
672,POEM4,out female doubt male scout male age visage,1 2 1 2 1 2 3 3
673,POEM4,chaind hate paind fate crossgraind debate oath both,1 2 1 2 1 2 3 3
674,POEM4,romagnole ancona soul donna coal shone dower power,1 2 1 2 1 2 3 3
675,POEM4,him command dim hand limb withstand brittle little,1 2 1 2 1 2 3 3
676,POEM4,enquire true desire two fire few ordeal real,1 2 1 2 1 2 3 3
677,POEM4,description youth exception truth soon sooth is families,1 2 1 2 1 2 3 3
678,POEM4,yielding page fielding age wielding wage cant shant,1 2 1 2 1 2 3 3
679,POEM4,squabble peace rabble cease able lease long song,1 2 1 2 1 2 3 3
680,POEM4,distance fame existence name assistance same grow snow,1 2 1 2 1 2 3 3
681,POEM4,nominal lust all dust all just tomb rome,1 2 1 2 1 2 3 3
682,POEM4,dead tomb fled doom read gloom beneath death,1 2 1 2 1 2 3 3
683,POEM4,afternoon heroboy soon foix hewn destroy face base,1 2 1 2 1 2 3 3
684,POEM4,laid solemn paid column decayd volume earth birth,1 2 1 2 1 2 3 3
685,POEM4,cemented defiled vented soild lamented wild known alone,1 2 1 2 1 2 3 3
686,POEM4,smoke thought woke sought broke brought passion fashion,1 2 1 2 1 2 3 3
687,POEM4,was contemplative pass give glass live em poem,1 2 1 2 1 2 3 3
688,POEM4,books sex looks annex cooks wrecks be tea,1 2 1 2 1 2 3 3
689,POEM4,more darling bore starling swore snarling lottery coterie,1 2 1 2 1 2 3 3
690,POEM4,blue sky you why hue lie adorn morn,1 2 1 2 1 2 3 3
691,POEM4,creatures lover features over natures cover school fool,1 2 1 2 1 2 3 3
692,POEM4,not accurate forgot date sought state blue you,1 2 1 2 1 2 3 3
693,POEM4,bound capital found wall sound all circassians passions,1 2 1 2 1 2 3 3
694,POEM4,dollars given colours heaven bawlers eleven knew withdrew,1 2 1 2 1 2 3 3
695,POEM4,price bring twice thing vice king charity rarity,1 2 1 2 1 2 3 3
696,POEM4,troop jews stoop crews group choose em victim,1 2 1 2 1 2 3 3
697,POEM4,song unpleasant long present wrong t juan juan,1 2 1 2 1 2 3 3
698,POEM5,night skies bright eyes light denies,1 2 1 2 1 2
699,POEM5,less grace tress face express dwellingplace,1 2 1 2 1 2
700,POEM5,brow eloquent glow spent below innocent,1 2 1 2 1 2
701,POEM6,bloom tomb rear year gloom,1 1 2 2 1
702,POEM6,stream head dream tread dead,1 2 1 2 2
703,POEM6,vain distress complain less forget wet,1 2 1 2 3 3
704,POEM7,over declined discover find acquainted me painted thee,1 2 1 2 3 4 3 4
705,POEM7,smiling mine beguiling thine ocean me emotion thee,1 2 1 2 3 4 3 4
706,POEM7,shivered wave delivered slave me contemn me them,1 2 1 2 3 4 3 4
707,POEM7,me forsake me shake me fly me belie,1 2 1 2 3 4 3 4
708,POEM7,it one it shun me foresee me thee,1 2 1 2 3 4 3 4
709,POEM7,perishd recall cherishd all springing tree singing thee,1 2 1 2 3 4 3 4
710,POEM8,part heart breast rest go,1 1 2 2 3
711,POEM8,unconfined wind fringe tinge roe,1 1 2 2 3
712,POEM8,taste waist tell well woe,1 1 2 2 3
713,POEM8,gone alone istambol soul no,1 1 2 2 3
714,POEM9,drachenfels rhine swells vine trees wine these shine see me,1 2 1 2 3 2 3 2 4 4
715,POEM9,eyes flowers paradise towers gray lowers decay vintagebowers rhine mine,1 2 1 2 3 2 3 2 4 4
716,POEM9,me touch be such dear eye here nigh rhine thine,1 2 1 2 3 2 3 2 4 4
717,POEM9,flows ground disclose round bound here found dear mine rhine,1 2 1 2 3 2 3 2 4 4
718,POEM10,ever well never rebel,1 2 1 2
719,POEM10,thee lain thee again,1 2 1 2
720,POEM10,over show discover so,1 2 1 2
721,POEM10,thee blow thee woe,1 2 1 2
722,POEM10,me found me wound,1 2 1 2
723,POEM10,not decay not away,1 2 1 2
724,POEM10,retaineth beat paineth meet,1 2 1 2
725,POEM10,sorrow dead morrow bed,1 2 1 2
726,POEM10,gather flow father forego,1 2 1 2
727,POEM10,thee pressd thee blessd,1 2 1 2
728,POEM10,resemble see tremble me,1 2 1 2
729,POEM10,knowest know goest go,1 2 1 2
730,POEM10,shaken bow forsaken now,1 2 1 2
731,POEM10,idle still bridle will,1 2 1 2
732,POEM10,disunited tie blighted die,1 2 1 2
733,POEM11,mind art heart bind,1 2 2 1
734,POEM11,consignd gloom martyrdom wind,1 2 2 1
735,POEM11,place trod trace sod efface god,1 2 1 2 1 2
736,POEM12,sword lord path gath,1 1 2 2
737,POEM12,bow foe feet meet,1 1 2 2
738,POEM12,part heart sway today,1 1 2 2
739,POEM13,unmoved move beloved love,1 2 1 2
740,POEM13,leaf gone grief alone,1 2 1 2
741,POEM13,preys isle blaze pile,1 2 1 2
742,POEM13,care pain share chain,1 2 1 2
743,POEM13,here now bier brow,1 2 1 2
744,POEM13,field see shield free,1 2 1 2
745,POEM13,awake whom lake home,1 2 1 2
746,POEM13,down thee frown be,1 2 1 2
747,POEM13,live death give breath,1 2 1 2
748,POEM13,found best ground rest,1 2 1 2
749,POEM14,fair birth rare earth bed tread mirth brook look,1 2 1 2 3 3 2 4 4
750,POEM14,low spot grow not prove love rot tell well,1 2 1 2 3 3 2 4 4
751,POEM14,last thou past now seal steal disavow see me,1 2 1 2 3 3 2 4 4
752,POEM14,ours mine lours thine sleep weep repine away decay,1 2 1 2 3 3 2 4 4
753,POEM14,unmatchd prey snatchd away grief leaf today bear fair,1 2 1 2 3 3 2 4 4
754,POEM14,borne fade morn shade past last decayd sky high,1 2 1 2 3 3 2 4 4
755,POEM14,weep shed keep bed face embrace head vain again,1 2 1 2 3 3 2 4 4
756,POEM14,gain free remain thee die eternity me endears years,1 2 1 2 3 3 2 4 4
757,POEM15,away decay fast past,1 1 2 2
758,POEM15,happiness excess vain again,1 1 2 2
759,POEM15,down own tears appears,1 1 2 2
760,POEM15,breast rest wreathe beneath,1 1 2 2
761,POEM15,been scene be me,1 1 2 2
762,POEM0,marinere three eye me,1 2 3 2
763,POEM0,wide kin set din,1 2 3 2
764,POEM0,weddingguest he tale me,1 2 3 2
765,POEM0,hand ship loon skip,1 2 3 2
766,POEM0,eye still child will,1 2 3 2
767,POEM0,stone hear man marinere,1 2 3 2
768,POEM0,cleard drop hill top,1 2 3 2
769,POEM0,left he right sea,1 2 3 2
770,POEM0,day noon breast bassoon,1 2 3 2
771,POEM0,hall she goes minstralsy,1 2 3 2
772,POEM0,breast hear man marinere,1 2 3 2
773,POEM0,wind strong freaks along,1 2 3 2
774,POEM0,snow cauld by emerauld,1 2 3 2
775,POEM0,clifts sheen ken between,1 2 3 2
776,POEM0,there around howld swound,1 2 3 2
777,POEM0,albatross came soul name,1 2 3 2
778,POEM0,biscuitworms flew thunderfit thro,1 2 3 2
779,POEM0,behind follow play hollo,1 2 3 2
780,POEM0,shroud nine white moonshine,1 2 3 2
781,POEM0,marinere thus bow albatross,1 2 3 2
782,POEM0,right he left sea,1 2 3 2
783,POEM0,behind follow play hollo,1 2 3 2
784,POEM0,thing woe bird blow,1 2 3 2
785,POEM0,head uprist bird mist slay mist,1 2 3 2 4 2
786,POEM0,flew free burst sea,1 2 3 2
787,POEM0,down be break sea,1 2 3 2
788,POEM0,sky noon stand moon,1 2 3 2
789,POEM0,day motion ship ocean,1 2 3 2
790,POEM0,where shrink where drink,1 2 3 2
791,POEM0,christ be legs sea,1 2 3 2
792,POEM0,rout night oils white,1 2 3 2
793,POEM0,were so us snow,1 2 3 2
794,POEM0,drouth root if soot,1 2 3 2
795,POEM0,looks young albatross hung,1 2 3 2
796,POEM0,sky fist speck mist last wist,1 2 3 2 4 2
797,POEM0,wist nerd watersprite veerd,1 2 3 2
798,POEM0,bakd wail stood blood sail,1 2 3 3 2
799,POEM0,bakd call grin in all,1 2 3 3 2
800,POEM0,side weal tide keel,1 2 1 2
801,POEM0,flame done wave sun suddenly sun,1 2 3 2 4 2
802,POEM0,bars grace peerd face,1 2 3 2
803,POEM0,loud neres sun gossameres,1 2 3 2
804,POEM0,fleckd peer crew pheere,1 2 3 2
805,POEM0,crack ween rust crust green,1 2 3 3 2
806,POEM0,free gold leprosy he cold,1 2 1 1 2
807,POEM0,came dice won thrice,1 2 3 2
808,POEM0,behind bones mouth halfgroans,1 2 3 2
809,POEM0,sea spectreship bar star tips,1 2 1 1 2
810,POEM0,moon me pang ee,1 2 3 2
811,POEM0,men groan lump one,1 2 3 2
812,POEM0,fly woe by crossbow,1 2 1 2
813,POEM0,marinere hand brown seasand,1 2 3 2
814,POEM0,eye brown guest down,1 2 3 2
815,POEM0,alone sea on agony,1 2 3 2
816,POEM0,beautiful lie things i,1 2 3 2
817,POEM0,sea away deck lay,1 2 3 2
818,POEM0,pray gusht made dust,1 2 3 2
819,POEM0,close beat sky eye feet,1 2 3 3 3
820,POEM0,limbs they me away,1 2 3 2
821,POEM0,hell high that eye curse die,1 2 3 2 4 2
822,POEM0,sky abide up beside,1 2 3 2
823,POEM0,main yspread lay alway red,1 2 3 3 2
824,POEM0,ship watersnakes white light flakes,1 2 3 3 2
825,POEM0,ship attire black track fire,1 2 3 3 2
826,POEM0,tongue declare heart unaware me unaware,1 2 3 2 4 2
827,POEM0,pray free sank sea,1 2 3 2
828,POEM0,thing pole yeven heaven soul,1 2 3 3 2
829,POEM0,deck remaind dew raind,1 2 3 2
830,POEM0,cold dank dreams drank,1 2 3 2
831,POEM0,limbs almost sleep ghost,1 2 3 2
832,POEM0,off anear sails sere,1 2 3 2
833,POEM0,life sheen about out between,1 2 3 3 2
834,POEM0,loud sedge cloud edge,1 2 1 2
835,POEM0,cleft side crag jag wide,1 2 3 3 2
836,POEM0,roard stone moon groan,1 2 3 2
837,POEM0,uprose eyes dream rise,1 2 3 2
838,POEM0,on upblew ropes do tools crew,1 2 3 2 4 2
839,POEM0,son knee rope me voice be,1 2 3 2 4 2
840,POEM0,arms mast mouths passd,1 2 3 2
841,POEM0,sound sun again one,1 2 3 2
842,POEM0,sky sing are air jargoning,1 2 3 3 2
843,POEM0,instruments flute song mute,1 2 3 2
844,POEM0,on noon brook june night tune,1 2 3 2 4 2
845,POEM0,weddingguest will make still,1 2 3 2
846,POEM0,told born weddingguest morn,1 2 3 2
847,POEM0,heard born work beforne,1 2 3 2
848,POEM0,ropes nold air behold,1 2 3 2
849,POEM0,on breathe ship beneath,1 2 3 2
850,POEM0,deep snow he go tune also,1 2 3 2 4 2
851,POEM0,mast ocean stir motion length motion,1 2 3 2 4 2
852,POEM0,go bound head swound,1 2 3 2
853,POEM0,lay declare returnd discernd air,1 2 3 3 2
854,POEM0,man cross low albatross,1 2 3 2
855,POEM0,himself snow man bow,1 2 3 2
856,POEM0,voice honeydew done do,1 2 3 2
857,POEM0,again renewing fast doing,1 2 3 2
858,POEM0,lord blast silently cast,1 2 3 2
859,POEM0,go grim graciously him,1 2 3 2
860,POEM0,fast wind before behind,1 2 3 2
861,POEM0,high belated go abated,1 2 3 2
862,POEM0,on weather high together,1 2 3 2
863,POEM0,deck fitter eyes glitter,1 2 3 2
864,POEM0,died away theirs pray,1 2 3 2
865,POEM0,snapt een saw seen,1 2 3 2
866,POEM0,road dread on head fiend tread,1 2 3 2 4 2
867,POEM0,me made sea shade,1 2 3 2
868,POEM0,cheek spring fears welcoming,1 2 3 2
869,POEM0,ship too breeze blew,1 2 3 2
870,POEM0,indeed see kirk countree,1 2 3 2
871,POEM0,harbourbar pray god alway,1 2 3 2
872,POEM0,glass strewn lay moon,1 2 3 2
873,POEM0,oer same were came,1 2 3 2
874,POEM0,prow were flesh glare,1 2 3 2
875,POEM0,dread rood now stood,1 2 3 2
876,POEM0,arms tight torch upright on light,1 2 3 2 4 2
877,POEM0,away before bay shore,1 2 1 2
878,POEM0,less rock silentness weathercock,1 2 1 2
879,POEM0,light same were came,1 2 3 2
880,POEM0,prow were deck there,1 2 3 2
881,POEM0,flat rood seraphman stood,1 2 3 2
882,POEM0,hand sight land light,1 2 3 2
883,POEM0,hand impart sank heart,1 2 3 2
884,POEM0,oars cheer away appear,1 2 3 2
885,POEM0,lights anew place crew made blew,1 2 3 2 4 2
886,POEM0,boy fast joy blast,1 2 1 2
887,POEM0,voice good hymns wood away blood,1 2 3 2 4 2
888,POEM0,wood sea rears marineres contree,1 2 3 3 2
889,POEM0,eve plump hides oakstump,1 2 3 2
890,POEM0,talk trow fair now,1 2 3 2
891,POEM0,said cheer sails sere them were,1 2 3 2 4 2
892,POEM0,lag along snow below young,1 2 3 3 2
893,POEM0,look reply on cheerily,1 2 3 2
894,POEM0,ship stirrd ship heard,1 2 3 2
895,POEM0,on dread bay lead,1 2 3 2
896,POEM0,sound smote drownd afloat found boat,1 2 1 2 1 2
897,POEM0,ship round hill sound,1 2 3 2
898,POEM0,shriekd fit eyes sit,1 2 3 2
899,POEM0,boy go while fro see row,1 2 3 2 4 2
900,POEM0,countree land boat stand,1 2 3 2
901,POEM0,man brow say thou,1 2 3 2
902,POEM0,wrenchd agony tale free,1 2 3 2
903,POEM0,hour fewer tell aventure,1 2 3 2
904,POEM0,land speech see me teach,1 2 3 3 2
905,POEM0,door there bride are vesperbell prayer,1 2 3 2 4 2
906,POEM0,been sea himself be,1 2 3 2
907,POEM0,marriagefeast me kirk company,1 2 3 2
908,POEM0,kirk pray bends friends gay,1 2 3 3 2
909,POEM0,tell weddingguest well beast,1 2 1 2
910,POEM0,best small us all,1 2 3 2
911,POEM0,bright hoar weddingguest door,1 2 3 2
912,POEM0,stunnd forlorn man morn,1 2 3 2
913,POEM1,khan decree ran man sea,1 2 1 1 2
914,POEM1,ground round rills tree hills greenery,1 1 2 3 2 3
915,POEM1,slanted cover enchanted haunted demonlover,1 2 1 1 2
916,POEM1,seething breathing forced burst hail flail ever river,1 2 2 1 3 3
917,POEM1,motion ran man ocean far war,1 2 1 2 3 3
918,POEM1,pleasure waves measure caves device ice,1 1 2 2 1
919,POEM1,dulcimer saw maid played abora,1 2 1 2 3 4 3 3 3 4 5 5 4
920,POEM0,slow po boor door lies skies see thee pain chain,1 1 2 2 3 3 4 4 5 5
921,POEM0,friend attend retire fire repair chair crownd around fail tale food good,1 1 2 2 3 3 4 4 5 5 6 6
922,POEM0,share care pursue view skies flies alone own,1 1 2 2 3 3 4 4
923,POEM0,ascend spend career appear wide pride,1 1 2 2 3 3
924,POEM0,combine repine disdain vain can man mind mankind crownd round gale vale combine mine,1 1 2 2 3 3 4 4 5 5 6 6 7 7
925,POEM0,store oer fill still rise supplies fall small find consignd rest blessd,1 1 2 2 3 3 4 4 5 5 6 6
926,POEM0,below know zone own seas ease line wine wave gave roam home compare share find mankind given even,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
927,POEM0,all call supplied side frown down sent content contest rest fails prevails prone alone attends ends domain pain,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
928,POEM0,eyes lies resignd mankind cast blast,1 1 2 2 3 3
929,POEM0,ascends extends side pride between scene,1 1 2 2 3 3
930,POEM0,breast blest found ground appear year sky die soil toil expand land,1 1 2 2 3 3 4 4 5 5 6 6
931,POEM0,bestows knows appear here reign vain untrue anew mind behind date state rise skies warm form gale sail gave slave skill ill,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11
932,POEM0,supplied pride mind find arrayd cavalcade love grove beguild child control soul behind mind sway decay dead shed pile smile,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
933,POEM0,survey display tread bread afford sword array may breast invest,1 1 2 2 3 3 4 4 5 5
934,POEM0,charm disarm small all head shed deal meal toil soil repose goes deep steep way day sped shed surveys blaze hoard board led bed,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12
935,POEM0,impart heart rise supplies conforms storms molest breast roar more,1 1 2 2 3 3 4 4 5 5
936,POEM0,assignd confind due few breast redrest flies supplies cloy joy flame frame fire desire cheer year fire expire,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
937,POEM0,flow low son run dart heart breast nest play way fly sky,1 1 2 2 3 3 4 4 5 5 6 6
938,POEM0,reign domain ease please choir loire grew flew still skill power hour days maze lore threescore,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
939,POEM0,display away endear here gains obtains hand land strays praise esteem seem,1 1 2 2 3 3 4 4 5 5 6 6
940,POEM0,supplies rise sought thought unblest breast art impart grimace lace cheer year draws selfapplause,1 1 2 2 3 3 4 4 5 5 6 6 7 7
941,POEM0,flies lies stand land tide pride slow grow roar shore pile smile vale sail plain reign,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
942,POEM0,soil toil reign gain springs brings imparts arts appear here flies buys slaves graves conform storm,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
943,POEM0,old bold brow now,1 1 2 2
944,POEM0,wing spring pride glide stray spray combind mind state great eye by band hand soul control scan man,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
945,POEM0,here endear alloy annoy high tie alone unknown held repelld roar shore feels wheels,1 1 2 2 3 3 4 4 5 5 6 6 7 7
946,POEM0,decay sway law awe alone unknown charms arms flame fame lie die,1 1 2 2 3 3 4 4 5 5 6 6
947,POEM0,state great aspire desire feel steel undone sun endure secure soil toil reach each grow below,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
948,POEM0,requires aspires arms warms throne own agree free draw law roam home start heart grown throne,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
949,POEM0,hour power source force shore ore haste waste maintain train rose repose call fall decayd maid train main around sound,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
950,POEM0,strays ways claim aim flies arise woe go shine mine,1 1 2 2 3 3 4 4 5 5
951,POEM0,find mind repose bestows reign restrain endure cure consignd find annoy joy wheel steel known own,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
952,POEM1,plain swain paid delayd ease please green scene charm farm mill hill shade made day play free tree shade surveyd ground round tird inspird renown down face place love reprove these please shed fled,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17
953,POEM1,lawn withdrawn seen green domain plain day way guest nest flies cries all wall hand land,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
954,POEM1,prey decay fade made pride supplied,1 1 2 2 3 3
955,POEM1,began man store more health wealth,1 1 2 2 3 3
956,POEM1,train swain rose repose allied pride bloom room scene green shore more,1 1 2 2 3 3 4 4 5 5 6 6
957,POEM1,hour power rounds grounds view grew train pain,1 1 2 2 3 3 4 4
958,POEM1,care share crown down close repose still skill draw saw pursue flew passd last,1 1 2 2 3 3 4 4 5 5 6 6 7 7
959,POEM1,decline mine these ease try fly weep deep state gate end friend decay way last passd,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
960,POEM1,close rose slow below sung young pool school wind mind shade made fail gale tread fled thing spring bread spread thorn morn train plain,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12
961,POEM1,smild wild disclose rose dear year race place power hour prize rise train pain guest breast proud allowd stay away done won glow woe scan began,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
962,POEM1,pride side call all tries skies delay way,1 1 2 2 3 3 4 4
963,POEM1,laid dismayd control soul raise praise,1 1 2 2 3 3
964,POEM1,grace place sway pray man ran wile smile expressd distressd given heaven form storm spread head,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
965,POEM1,way gay rule school view knew trace face glee he round frownd aught fault knew too presage gauge skill still sound around grew knew,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12
966,POEM1,spot forgot high eye inspird retird profound round trace place floor door pay day use goose day gay show row,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
967,POEM1,all fall impart heart repair care tale prevail clear hear found round pressd rest,1 1 2 2 3 3 4 4 5 5 6 6 7 7
968,POEM1,disdain train heart art play sway mind unconfind masquerade arrayd obtain pain decoy joy,1 1 2 2 3 3 4 4 5 5 6 6 7 7
969,POEM1,survey decay stand land ore shore abound around name same pride supplied bounds hounds sloth growth seen green flies supplies all fall,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11
970,POEM1,plain reign supplies eyes frail fail bless dress betrayd arrayd rise surprise land band save grave,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
971,POEM1,reside pride strayd blade divide denied,1 1 2 2 3 3
972,POEM1,there share combind mankind know woe brocade trade display way reign train square glare annoy joy eyes lies blessd distressd adorn thorn fled head shower hour town brown,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14
973,POEM1,train pain led bread,1 1 2 2
974,POEM1,scene between go woe before shore ray day sing cling crownd around wake snake prey they flies skies scene green grove love,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11
975,POEM1,day away passd last vain main deep weep go woe brave grave tears years charms arms woes rose tear dear relief grief,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11
976,POEM1,decree thee joy destroy grown own grow woe unsound round,1 1 2 2 3 3 4 4 5 5
977,POEM1,begun done stand land sail gale band strand care there above love maid invade shame fame decried pride woe so excel well tried side glow snow time clime strain gain possessd blessd decay away defy sky,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18
978,POEM2,stage age year here guide aside fear dear store more,1 1 2 2 3 3 4 4 5 5
979,POEM2,decline mine obeys please shame fame tell well extends ends,1 1 2 2 3 3 4 4 5 5
980,POEM3,rake beauty make duty,1 2 1 2
981,POEM3,eyes deliver prize giver,1 2 1 2
982,POEM3,toy em joy em,1 2 1 2
983,POEM3,rose fashion disclose passion,1 2 1 2
984,POEM3,unpaid civil maid devil,1 2 1 2
985,POEM4,defind kind man can smiglecius specious precision division praeditum em maintain vain nature creature guide pride em brutorum brute prosecute battery flattery unconfind mind sport court go foe grace place job bb go paternosterrow dancingmasters poetasters quadrupeds leads fray pay ape shape fashion passion grimaces surpasses wait state inferiors superiors air care imitators waiters contract act small all,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29
986,POEM5,complaining delight feigning night,1 2 1 2
987,POEM5,perfection tear direction fear,1 2 1 2
988,POEM6,joys heart voice start,1 2 1 2
989,POEM6,woe dear glow tear,1 2 1 2
990,POEM6,fled eyes dead rise,1 2 1 2
991,POEM7,accord blaize word praise,1 2 1 2
992,POEM7,door kind poor behind,1 2 1 2
993,POEM7,please winning ways sinning,1 2 1 2
994,POEM7,new size pew eyes,1 2 1 2
995,POEM7,aver more her before,1 2 1 2
996,POEM7,fled all dead mortal,1 2 1 2
997,POEM7,sore say more today,1 2 1 2
998,POEM8,way pay champagne drurylane snug rug ray lay tread spread view drew place face desire fire scord board bay day,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
999,POEM9,lays praise divine shine grace face bliss this love jove around sound in within,1 1 2 2 3 3 4 4 5 5 6 6 7 7
1000,POEM10,tear away year today,1 2 1 2
1001,POEM10,mankind yore behind before,1 2 1 2
1002,POEM10,appear sheep tear weep,1 2 1 2
1003,POEM10,strain display vain away,1 2 1 2
1004,POEM10,throng forbid long did,1 2 1 2
1005,POEM11,stroke provoke shine dine can japan show low oerflow,1 1 2 2 3 3 4 4 4
1006,POEM12,together whether small all,1 1 2 2
1007,POEM13,blest pine breast mine,1 2 1 2
1008,POEM14,strife life twentyfive alive joke spoke,1 1 2 2 3 3
1009,POEM14,care impair transfix thirtysix down town stop shop,1 1 2 2 3 3 4 4
1010,POEM14,blaze gaze cease peace carried married,1 1 2 2 3 3
1011,POEM14,sight night ground around,1 1 2 2
1012,POEM14,charms arms rough enough,1 1 2 2
1013,POEM14,flew too amiss bliss away clay,1 1 2 2 3 3
1014,POEM14,face lace behind mind,1 1 2 2
1015,POEM14,she repartee fell belle grace race bed head,1 1 2 2 3 3 4 4
1016,POEM14,condescend friend bring thing fretting coquetting bevy levy stations relations,1 1 2 2 3 3 4 4 5 5
1017,POEM14,broke smoke between spleen,1 1 2 2
1018,POEM14,known grown shows nose rise eyes is phiz civil devil,1 1 2 2 3 3 4 4 5 5
1019,POEM14,noose pursues strife life power flower glare fair grace face,1 1 2 2 3 3 4 4 5 5
1020,POEM14,sight fright tries eyes creams seams cousins dozens yield field,1 1 2 2 3 3 4 4 5 5
1021,POEM14,hack jack flown alone behold old dyd pride seen clean sway day duty beauty,1 1 2 2 3 3 4 4 5 5 6 6 7 7
1022,POEM15,find kind write spite on pantheon there hair,1 1 2 2 3 3 4 4
1023,POEM15,furious mercurius length tenth lay simile,1 1 2 2 3 3
1024,POEM15,hat that gather feather right light decreed comparisonproceed,1 1 2 2 3 3 4 4
