textid,poem,endwords,goldvector
401,POEM0,army men scorn morn thorn fen,1 2 3 3 3 2
402,POEM0,vale wide when then men hillside,1 2 3 3 3 2
403,POEM0,down grey weed feed creed away,1 2 3 3 3 2
404,POEM0,sorrowful grey flash bill hill skill play,1 2 3 4 4 4 3
405,POEM0,grass sea fire suddenly,1 2 3 2
406,POEM0,away fro fire row,1 2 3 2
407,POEM0,firelight lips cunningly sea ships,1 2 3 3 2
408,POEM0,guthrum fire king sling string desire,1 2 3 3 3 2
409,POEM0,army tire aloof proof roof fire,1 2 3 3 3 2
410,POEM0,tale play high sky die away,1 2 3 3 3 2
411,POEM0,wessex conqueror played unsaid raid yore,1 2 3 3 3 2
412,POEM0,shires fails states gates wales,1 2 3 3 2
413,POEM0,heads spears dyke strike mountaineers,1 2 3 3 2
414,POEM0,harp king child wild sing,1 2 3 3 2
415,POEM0,eagles fly towns skye,1 2 3 2
416,POEM0,peril things beasts kings,1 2 3 2
417,POEM0,world joy world toy,1 2 3 2
418,POEM0,burgundy tyre moonlight fire,1 2 3 2
419,POEM0,cup eat ivory street,1 2 3 2
420,POEM0,world thief cloisteryards grief,1 2 3 2
421,POEM0,stranger wales braceletgiver river ever fails,1 2 3 3 3 2
422,POEM0,swordswingers foam women rome,1 2 3 2
423,POEM0,men smite you height,1 2 3 2
424,POEM0,little enough string bellowing king rough,1 2 3 3 3 2
425,POEM0,minstrel ring sword string,1 2 3 2
426,POEM0,harp five him alive,1 2 3 2
427,POEM0,folksongs dane flowing allemagne,1 2 3 2
428,POEM0,folksongs tree morning easily,1 2 3 2
429,POEM0,womanlike pain beautiful vain,1 2 3 2
430,POEM0,beautiful save tears wave,1 2 3 2
431,POEM0,forgotten well ago mistletoe snow fell,1 2 3 3 3 2
432,POEM0,heart door menacing spring thing secure,1 2 3 3 3 2
433,POEM0,sad stern stones turn,1 2 3 2
434,POEM0,sling sight red said bed fight,1 2 3 3 3 2
435,POEM0,easily young sods gods unsung,1 2 3 3 2
436,POEM0,women ale last fail,1 2 3 2
437,POEM0,gods men still will kill then,1 2 3 3 3 2
438,POEM0,shake rend gods end,1 2 3 2
439,POEM0,man shakes pull beautiful breaks,1 2 3 3 2
440,POEM0,sea ships nods rods gods eclipse,1 2 3 3 3 2
441,POEM0,sea tower riven heaven hour,1 2 3 3 2
442,POEM0,town seven mind behind find heaven,1 2 3 3 3 2
443,POEM0,young you old true,1 2 3 2
444,POEM0,smiled clerk books dark,1 2 3 2
445,POEM0,ogier rend good end,1 2 3 2
446,POEM0,wearily danes day plains,1 2 3 2
447,POEM0,returning mire heavens fire,1 2 3 2
448,POEM0,go sat youth truth thereat,1 2 3 3 2
449,POEM0,written clods hope gods,1 2 3 2
450,POEM0,matter tell heard bird shell,1 2 3 3 2
451,POEM0,ignorant apart dead head heart,1 2 3 3 2
452,POEM0,weeping sky flower die,1 2 3 2
453,POEM0,sweet curled bitter world,1 2 3 2
454,POEM0,roses heath sea death,1 2 3 2
455,POEM0,battle men by die mystery then,1 2 3 3 3 2
456,POEM0,cup crown battle down,1 2 3 2
457,POEM0,king vain power dower hour again,1 2 3 3 3 2
458,POEM0,thoughtfully lyre trees knees ire,1 2 3 3 2
459,POEM0,high barred spark hard,1 2 3 2
460,POEM0,garden sword knight lord,1 2 3 2
461,POEM0,him fell necks hell,1 2 3 2
462,POEM0,world rods adam gods,1 2 3 2
463,POEM0,given led throne dead,1 2 3 2
464,POEM0,man home clay rome,1 2 3 2
465,POEM0,earl men folk yoke smoke then,1 2 3 3 3 2
466,POEM0,shadow name fly sky victory shame,1 2 3 3 3 2
467,POEM0,man hillside run ride,1 2 3 2
468,POEM0,you vain lose again,1 2 3 2
469,POEM0,saddle king fame shame name sing,1 2 3 3 3 2
470,POEM0,snow therein flames within,1 2 3 2
471,POEM0,dumb ceaselessly joy misery,1 2 3 2
472,POEM0,only fen pass grass men,1 2 3 3 2
473,POEM0,gods pass vale fail grass,1 2 3 3 2
474,POEM0,you kings fen ten men things,1 2 3 3 3 2
475,POEM0,creation know band hand stand grow,1 2 3 3 3 2
476,POEM0,shoulder song trees long,1 2 3 2
477,POEM0,swine gloam cling whinnying king home,1 2 3 3 3 2
478,POEM0,fox went camp tramp altarlamp tent,1 2 3 3 3 2
479,POEM0,ethandune lain grey way away twain,1 2 3 3 3 2
480,POEM0,ways eyes he see victory surprise,1 2 3 3 3 2
481,POEM0,wondered plains tent bent rent danes,1 2 3 3 3 2
482,POEM0,wondered more dying plying flying shore,1 2 3 3 3 2
483,POEM0,defeat success ignorant less,1 2 3 2
484,POEM0,riverhut scent rise eyes underskies went,1 2 3 3 3 2
485,POEM0,riverhut fell spars scars stars hell,1 2 3 3 3 2
486,POEM0,riverhut arm italy tree sea farm,1 2 3 3 3 2
487,POEM0,grass lies place space face eyes,1 2 3 3 3 2
488,POEM0,man pale rags lags ale,1 2 3 3 2
489,POEM0,eyes ire span man fire,1 2 3 3 2
490,POEM0,heavily stir him her,1 2 3 2
491,POEM0,night worst stir her over first,1 2 3 3 3 2
492,POEM0,servingfolk lot servant forgot,1 2 3 2
493,POEM0,gardener slave uplands gave,1 2 3 2
494,POEM0,armourer unpaid helmet made,1 2 3 2
495,POEM0,servant me pines vines signs mystery,1 2 3 3 3 2
496,POEM0,servant day torn born morn away,1 2 3 3 3 2
497,POEM0,sleeping shone trees knees sees gone,1 2 3 3 3 2
498,POEM0,riddle holiest words swords rest,1 2 3 3 2
499,POEM0,guthrum curled giant world,1 2 3 2
500,POEM0,golgotha slain peer cheer here pain,1 2 3 3 3 2
501,POEM0,life mind flies wind,1 2 3 2
502,POEM0,star swirls hill ill earls,1 2 3 3 2
503,POEM0,star driven worth birth earth heaven,1 2 3 3 3 2
504,POEM0,endure her grave slave wave waggoner,1 2 3 3 3 2
505,POEM0,again leaven evermore door heaven,1 2 3 3 2
506,POEM0,woman be rash ash instantly,1 2 3 3 2
507,POEM0,cake bar face scar,1 2 3 2
508,POEM0,wordless surprise things kings eyes,1 2 3 3 2
509,POEM0,stared dusk farms arms charms usk,1 2 3 3 3 2
510,POEM0,afoot resounds by rye high hounds,1 2 3 3 3 2
511,POEM0,lowed morn tall all horn,1 2 3 3 2
512,POEM0,revelry gael burialend rend wail,1 2 3 3 2
513,POEM0,garments worth spears appears earth,1 2 3 3 2
514,POEM0,forth own gem hem them stone,1 2 3 3 3 2
515,POEM0,north gloam mind wind mankind rome,1 2 3 3 3 2
516,POEM0,west strain grass gorlias mass dane,1 2 3 3 3 2
517,POEM0,armour field tyne marchingline capitoline shield,1 2 3 3 3 2
518,POEM0,still bough feet brow,1 2 3 2
519,POEM0,suddenly spring lintelbeams dreams streams king,1 2 3 3 3 2
520,POEM0,down solemnity elf himself tree,1 2 3 3 2
521,POEM0,men tales ass lass brass flails,1 2 3 3 3 2
522,POEM0,trick scorning plight right night morning,1 2 3 3 3 2
523,POEM0,warrant sword servant lord,1 2 3 2
524,POEM0,servant kings servant things,1 2 3 2
525,POEM0,sky sand humility land,1 2 3 2
526,POEM0,towers cease humility trees,1 2 3 2
527,POEM0,thing brow army show,1 2 3 2
528,POEM0,forehead star then ten men war,1 2 3 3 3 2
529,POEM0,not return degree be sea burn,1 2 3 3 3 2
530,POEM0,hundred drave riven driven heaven slave,1 2 3 3 3 2
531,POEM0,brothers walls swords hordes cords falls,1 2 3 3 3 2
532,POEM0,leaps sings men ten autumnthen kings,1 2 3 3 3 2
533,POEM0,spins unfurled rod downtrod god world,1 2 3 3 3 2
534,POEM0,wall lane fire higher desire brier dane,1 2 3 3 3 3 2
535,POEM0,king north number lumber humber forth,1 2 3 3 3 2
536,POEM0,him thames roaring pouring flooring flames,1 2 3 3 3 2
537,POEM0,uplands he beacons sea,1 2 3 2
538,POEM0,wessex brine land stand hand sign,1 2 3 3 3 2
539,POEM0,warchief field knew few drew shield,1 2 3 3 3 2
540,POEM0,land gaze array way ways,1 2 3 3 2
541,POEM0,armour light cry high army sight,1 2 3 3 3 2
542,POEM0,guthrum wing overhead red fled king,1 2 3 3 3 2
543,POEM0,woodways grey sight fight night day,1 2 3 3 3 2
544,POEM0,wood flood mood hardihood stood blood,1 2 3 3 3 2
545,POEM0,sorrowed fair crimsonclad had sad were,1 2 3 3 3 2
546,POEM0,things died earth cried,1 2 3 2
547,POEM0,slaying shame maid name,1 2 3 2
548,POEM0,wife man youth began,1 2 3 2
549,POEM0,prayers me stone own blown free,1 2 3 3 3 2
550,POEM0,farm sword few blue new fiord,1 2 3 3 3 2
551,POEM0,ale sweet bread eat,1 2 3 2
552,POEM0,down rule sleep weep fool,1 2 3 3 2
553,POEM0,cellar tree new you me,1 2 3 3 2
554,POEM0,oxen farm me knee openly harm,1 2 3 3 3 2
555,POEM0,little apart after rafter laughter heart,1 2 3 3 3 2
556,POEM0,cruel hard britain buryingyard,1 2 3 2
557,POEM0,land none sungod sun,1 2 3 2
558,POEM0,britain wise through you true eyes,1 2 3 3 3 2
559,POEM0,seaward grey together away,1 2 3 2
560,POEM0,forgotten rings together things,1 2 3 2
561,POEM0,listen clay ever say,1 2 3 2
562,POEM0,roman one eyes sun,1 2 3 2
563,POEM0,said fall charge wall,1 2 3 2
564,POEM0,ground home earth rome,1 2 3 2
565,POEM0,england war out shout far,1 2 3 3 2
566,POEM0,dragon along ways blaze song,1 2 3 3 2
567,POEM0,land stood king wing darkling wood,1 2 3 3 3 2
568,POEM0,army moon palisades blades raids ethandune,1 2 3 3 3 2
569,POEM0,swayed manes high victory die danes,1 2 3 3 3 2
570,POEM0,bard wing blood stood king,1 2 3 3 2
571,POEM0,gay musk young tongue hung usk,1 2 3 3 3 2
572,POEM0,line along mirth earth worth song,1 2 3 3 3 2
573,POEM0,raiment leaves saints thieves,1 2 3 2
574,POEM0,bore illmade sword blade,1 2 3 2
575,POEM0,mystery stirred lightly heard,1 2 3 2
576,POEM0,hearts said lord bread,1 2 3 2
577,POEM0,bitterly leaves saints thieves,1 2 3 2
578,POEM0,weary word strike sword,1 2 3 2
579,POEM0,ireland said hearts heads,1 2 3 2
580,POEM0,laughter flood scarecrows blood,1 2 3 2
581,POEM0,warmen wins shoots begins,1 2 3 2
582,POEM0,strides scorn on shone caerleon born,1 2 3 3 3 2
583,POEM0,sling he excalibur sea,1 2 3 2
584,POEM0,harold tail arrow gael,1 2 3 2
585,POEM0,head sun sky fly eye run,1 2 3 3 3 2
586,POEM0,weaponless pain head dead red brain,1 2 3 3 3 2
587,POEM0,sword slay see verily victory away,1 2 3 3 3 2
588,POEM0,england earls up cup pearls,1 2 3 3 2
589,POEM0,sword fire men pen ken desire,1 2 3 3 3 2
590,POEM0,monks friend men end,1 2 3 2
591,POEM0,world throne bow alone,1 2 3 2
592,POEM0,heart bend prize flies skies rend,1 2 3 3 3 2
593,POEM0,sword away eye by fray,1 2 3 3 2
594,POEM0,daneland lord trumpettune rune ethandune sword,1 2 3 3 3 2
595,POEM0,sands horde din paladin kin sword,1 2 3 3 3 2
596,POEM0,marcus by stir faintlier harpplayer cry,1 2 3 3 3 2
597,POEM0,weariness horde hands sword,1 2 3 2
598,POEM0,morning easily spears sea,1 2 3 2
599,POEM0,sunset down hammerstroke broke down,1 2 3 3 2
600,POEM0,plague skies cities flies,1 2 3 2
601,POEM0,dark locusttower dry fly araby hour,1 2 3 3 3 2
602,POEM0,massacre sleep hedges sheep,1 2 3 2
603,POEM0,pestilence rome be home,1 2 3 2
604,POEM0,prayer chimes eating times,1 2 3 2
605,POEM0,chief brand broke hand,1 2 3 2
606,POEM0,northmen ran seventh man,1 2 3 2
607,POEM0,seventh blades minstrel watermaids,1 2 3 2
608,POEM0,luridly rhine nations sign,1 2 3 2
609,POEM0,murmur rebel creep weep hell,1 2 3 3 2
610,POEM0,minstrel sand him hand,1 2 3 2
611,POEM0,eldred mast sea last,1 2 3 2
612,POEM0,eldred laughed eldred shaft,1 2 3 2
613,POEM0,grievously blade man swayed,1 2 3 2
614,POEM0,battletower spears town down renown engineers,1 2 3 3 3 2
615,POEM0,men agony wessex sea,1 2 3 2
616,POEM0,guard fear advance lance spear,1 2 3 3 2
617,POEM0,marcus wall fallen fall,1 2 3 2
618,POEM0,bloodless enow dung now,1 2 3 2
619,POEM0,ash free land stand hand knee,1 2 3 3 3 2
620,POEM0,homes bough gurth earth now,1 2 3 3 2
621,POEM0,captain line rear spear rhine,1 2 3 3 2
622,POEM0,walls pass sea glamoury tree glass,1 2 3 3 3 2
623,POEM0,towns show expound ground found grow,1 2 3 3 3 2
624,POEM0,beliefs blown unbelief alone,1 2 3 2
625,POEM0,backwards spear routing shouting midcareer,1 2 3 3 2
626,POEM0,sword run never sever ever done,1 2 3 3 3 2
627,POEM0,men sky spear dry,1 2 3 2
628,POEM0,amain death blood good wood laboureth,1 2 3 3 3 2
629,POEM0,farms abode earth worth gurth road,1 2 3 3 3 2
630,POEM0,oak vellum glass potentias gorlias bellum,1 2 3 3 3 2
631,POEM0,him palm among upflung tongue psalm,1 2 3 3 3 2
632,POEM0,field ragingly blow brow knee,1 2 3 3 2
633,POEM0,head proof shield upheeled field roof,1 2 3 3 3 2
634,POEM0,fight aroam battlefield shield dome,1 2 3 3 2
635,POEM0,ogier hell inside hide side well,1 2 3 3 3 2
636,POEM0,shield around eye italy agony sound,1 2 3 3 3 2
637,POEM0,alive away flings play,1 2 3 2
638,POEM0,rigidly danes fallen plains,1 2 3 2
639,POEM0,remember weald world shield,1 2 3 2
640,POEM0,her sea man me,1 2 3 2
641,POEM0,south lines olives vines,1 2 3 2
642,POEM0,south run sea sun,1 2 3 2
643,POEM0,fallen gone broken on,1 2 3 2
644,POEM0,dream sea broken free,1 2 3 2
645,POEM0,come down hordes drown,1 2 3 2
646,POEM0,down skiff swirled world cliff,1 2 3 3 2
647,POEM0,world fit river it,1 2 3 2
648,POEM0,world sounds men hounds,1 2 3 2
649,POEM0,hinds men world then,1 2 3 2
650,POEM0,sword crown thunder thereunder down,1 2 3 3 2
651,POEM0,him song smoke folk along,1 2 3 3 2
652,POEM0,colan plied plague died,1 2 3 2
653,POEM0,them knee seven tree,1 2 3 2
654,POEM0,woods way ways away,1 2 3 2
655,POEM0,ways fell bay array way fell,1 2 3 3 3 2
656,POEM0,ethandune spears forestharms arms alarms ears,1 2 3 3 3 2
657,POEM0,ethandune mail morn horn borne gael,1 2 3 3 3 2
658,POEM0,down alone pass grass stone,1 2 3 3 2
659,POEM0,ever turf divine line surf,1 2 3 3 2
660,POEM0,divisions understand mystery sea land,1 2 3 3 2
661,POEM0,days vain town down again,1 2 3 3 2
662,POEM0,battletowers spires snow pyres,1 2 3 2
663,POEM0,royally town aspire higher tire down,1 2 3 3 3 2
664,POEM0,alfred way wild child day,1 2 3 3 2
665,POEM0,hunter home arms rome,1 2 3 2
666,POEM0,mind gay gravely play,1 2 3 2
667,POEM0,back were victory despair,1 2 3 2
668,POEM0,forgotten brave crumbled grave,1 2 3 2
669,POEM0,away tomb wantage doom,1 2 3 2
670,POEM0,fears sea innocence mastery,1 2 3 2
671,POEM0,down oer burns returns ferns more,1 2 3 3 3 2
672,POEM0,unslung scorn ethandune horn,1 2 3 2
673,POEM0,way ride steel peal pride,1 2 3 3 2
674,POEM0,head task brier fire cask,1 2 3 3 2
675,POEM0,up sight encamped night,1 2 3 2
676,POEM0,stay few sigh fly by blew,1 2 3 3 3 2
677,POEM0,statues stone tall wall small alone,1 2 3 3 3 2
678,POEM0,star hill lay away grey still,1 2 3 3 3 2
679,POEM0,alfred foe flowers so,1 2 3 2
680,POEM0,better poles ditch witch holes,1 2 3 3 2
681,POEM0,crow strong house song,1 2 3 2
682,POEM0,slaves infamy think drink sink me,1 2 3 3 3 2
683,POEM0,land discrowned slink drink brink round,1 2 3 3 3 2
684,POEM0,paladins ken thanes danes remains men,1 2 3 3 3 2
685,POEM0,furrows trees dead tread seas,1 2 3 3 2
686,POEM0,stillness sun least done,1 2 3 2
687,POEM0,shieldwall hedge cool edge,1 2 3 2
688,POEM0,seakings sea drive alive we,1 2 3 3 2
689,POEM0,ended line spear fear brine,1 2 3 3 2
690,POEM0,said horn empery commonly venery battlemorn,1 2 3 3 3 2
691,POEM0,fallen kings sign line things,1 2 3 3 2
692,POEM0,sign bay blasts they,1 2 3 2
693,POEM0,sign rod sign god,1 2 3 2
694,POEM0,ways large time charge,1 2 3 2
695,POEM0,clumsily why rod god die,1 2 3 3 2
696,POEM0,arrow flown breast rest blown,1 2 3 3 2
697,POEM0,saw death rent innocent went nazareth,1 2 3 3 3 2
698,POEM0,light then sky womanly men,1 2 3 3 2
699,POEM0,forest stand art heart hand,1 2 3 3 2
700,POEM0,blindly fear ring king halloing sling spear,1 2 3 3 3 3 2
701,POEM0,laughter wide tree suddenly aside,1 2 3 3 2
702,POEM0,ogier line high sky,1 2 3 2
703,POEM0,cry spine dead sign,1 2 3 2
704,POEM0,blasting death will spill kill beneath,1 2 3 3 3 2
705,POEM0,rend gong nightmare long,1 2 3 2
706,POEM0,boil reins clamorously lie die danes,1 2 3 3 3 2
707,POEM0,cried turn seas trees knees burn,1 2 3 3 3 2
708,POEM0,them flame dale vale ale name,1 2 3 3 3 2
709,POEM0,them borne rune moon ethandune horn,1 2 3 3 3 2
710,POEM0,disorderly clamouring tale ale pale king,1 2 3 3 3 2
711,POEM0,hour witnesseth he victory murderously death,1 2 3 3 3 2
712,POEM0,ship hand bower hour tower guelderland,1 2 3 3 3 2
713,POEM0,boat nile lips eclipse battleships isle,1 2 3 3 3 2
714,POEM0,harvestsong slew bell fell sigael yew,1 2 3 3 3 2
715,POEM0,slaughter slain throat smote dane,1 2 3 3 2
716,POEM0,company road din in kin woad,1 2 3 3 3 2
717,POEM0,aloft band lord horde battlesword hand,1 2 3 3 3 2
718,POEM0,him far land understand hand war,1 2 3 3 3 2
719,POEM0,buccaneer died quail gael vale replied,1 2 3 3 3 2
720,POEM0,hedger dead low fro dead,1 2 3 3 2
721,POEM0,flag torn altered morn,1 2 3 2
722,POEM0,tempest tall luminous us fall,1 2 3 3 2
723,POEM0,sky light change strange flight,1 2 3 3 2
724,POEM0,split sea knees certainties sees he,1 2 3 3 3 2
725,POEM0,battlebreech dane brand land hand rein,1 2 3 3 3 2
726,POEM0,lord gods laughter rods,1 2 3 2
727,POEM0,ours wine woodways sign,1 2 3 2
728,POEM0,forest spears guthrum years,1 2 3 2
729,POEM0,jostle toss flying dying crying cross,1 2 3 3 3 2
730,POEM0,river days guthrum ways,1 2 3 2
731,POEM0,wessex home boon moon ethandune come,1 2 3 3 3 2
732,POEM0,sea palisades cling king christening raids,1 2 3 3 3 2
733,POEM0,wiped utterly read heed indeed he,1 2 3 3 3 2
734,POEM0,chrismloosing afar northwesterly free sea star,1 2 3 3 3 2
735,POEM0,alfred done peace sun,1 2 3 2
736,POEM0,orchard red bosom head,1 2 3 2
737,POEM0,men hod christian ran man god,1 2 3 3 3 2
738,POEM0,kings tombs nook shook book dooms,1 2 3 3 3 2
739,POEM0,earth welcoming earth king,1 2 3 2
740,POEM0,face hurled sea mystery be world,1 2 3 3 3 2
741,POEM0,gates floor black track back door,1 2 3 3 3 2
742,POEM0,face lords bold old gold swords,1 2 3 3 3 2
743,POEM0,gardens skies on john paradise,1 2 3 3 2
744,POEM0,majeure reign name came aflame charlemagne,1 2 3 3 3 2
745,POEM0,embassies said tune ethandune soon lead,1 2 3 3 3 2
746,POEM0,england ride own own throne strathclyde,1 2 3 3 3 2
747,POEM0,orchard red bosom said,1 2 3 2
748,POEM0,fail fit life it,1 2 3 2
749,POEM0,plains fool see athelney rule,1 2 3 3 2
750,POEM0,better there wide cried tide share,1 2 3 3 3 2
751,POEM0,thronescramble oppressed athelney unceasingly sea blest,1 2 3 3 3 2
752,POEM0,book tales pen wren men whales,1 2 3 3 3 2
753,POEM0,it fast lit it fit last,1 2 3 3 3 2
754,POEM0,saint king tough bluff enough thing,1 2 3 3 3 2
755,POEM0,alfred repose sight light white snows,1 2 3 3 3 2
756,POEM0,torchlight grey grass day,1 2 3 2
757,POEM0,torchlight dull kings things openings full,1 2 3 3 3 2
758,POEM0,hair gold cords lords old,1 2 3 3 2
759,POEM0,it amain arm harm farm again,1 2 3 3 3 2
760,POEM0,angles plains thames eastwarddanes,1 2 3 2
761,POEM0,knee ire ill shire,1 2 3 2
762,POEM0,saints guard gold old hard,1 2 3 3 2
763,POEM0,them hoar smote throat more,1 2 3 3 2
764,POEM0,him power heed breed weed hour,1 2 3 3 3 2
765,POEM0,ever door grass more,1 2 3 2
766,POEM0,secret free pass morass grass tyranny,1 2 3 3 3 2
767,POEM0,also high grass sigh,1 2 3 2
768,POEM0,raid am year here spear batteringram,1 2 3 3 3 2
769,POEM0,melt true old anew,1 2 3 2
770,POEM0,star nod knell well bell god,1 2 3 3 3 2
771,POEM0,head downs press bitterness crowns,1 2 3 3 2
772,POEM0,colan sea rod untrod god glastonbury,1 2 3 3 3 2
773,POEM0,westward nigh fell well dwell sky,1 2 3 3 3 2
774,POEM0,host blade pondering thing said,1 2 3 3 2
775,POEM0,lady athelney sod trod god sea,1 2 3 3 3 2
776,POEM0,it burn go slow know return,1 2 3 3 3 2
777,POEM0,warships brands eating hands,1 2 3 2
778,POEM0,hunters war words birds star,1 2 3 3 2
779,POEM0,clerks pen gaze days men,1 2 3 3 2
780,POEM0,suns stalk pea forestry see chalk,1 2 3 3 3 2
781,POEM0,sea wing us vergilius king,1 2 3 3 2
782,POEM0,them sword knight lord,1 2 3 2
783,POEM0,them fire halfwit sire,1 2 3 2
784,POEM0,pen clerk them dark,1 2 3 2
785,POEM0,nothing lord obeyed abhorred,1 2 3 2
786,POEM0,tales kin winning beginning sinning sin,1 2 3 3 3 2
787,POEM0,ruin mire world desire,1 2 3 2
788,POEM0,dishonoured vain barbarian again,1 2 3 2
789,POEM0,tide destiny heathen sea,1 2 3 2
790,POEM0,him again chivalry see doubtfully plain,1 2 3 3 3 2
791,POEM0,down lawn far star war dawn,1 2 3 3 3 2
792,POEM0,fighting brokenly saxons sea,1 2 3 2
793,POEM0,sunrise crown gleam town,1 2 3 2
794,POEM0,fragments wars renown down stars,1 2 3 3 2
795,POEM0,places high raid swayed by,1 2 3 3 2
796,POEM0,river barge scribes tribes charge,1 2 3 3 2
797,POEM0,rolled flames dreams thames,1 2 3 2
798,POEM0,wall gates cloud loud fates,1 2 3 3 2
799,POEM0,hill wan crept slept man,1 2 3 3 2
800,POEM0,foot then commonweal peel wheel men,1 2 3 3 3 2
801,POEM0,throve silently valley be,1 2 3 2
802,POEM0,river crown sky ivory by town,1 2 3 3 3 2
803,POEM1,sun run feared beard lips ships italy sea loss cross glass mass gun sun,1 1 2 2 3 3 4 4 5 5 6 6 7 7
804,POEM1,heard stirred stall wall sung young unafraid crusade far war cold oldgold kettledrums comes curled world,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
805,POEM1,free hurrah africa austria sea,1 2 2 2 1
806,POEM1,star war knees seas ease trees,1 1 2 2 3 3
807,POEM1,bring wing genii eye sky king,1 1 2 2 2 1
808,POEM1,morn scorn sea be curl pearl ground mahound hide abide rest west sun done know ago fate gate worth earth,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10
809,POEM1,jar war hurrah iberia austria alcalar,1 1 2 2 2 1
810,POEM1,north forth shift lift stone alone eyes surprise room doom galilee sea,1 1 2 2 3 3 4 4 5 5 6 6
811,POEM1,eclipse lips ha gloria austria ships,1 1 2 2 2 1
812,POEM1,neck deck sin in moon soon grey day work turk,1 1 2 2 3 3 4 4 5 5
813,POEM1,bayed raid ha hurrah austria cannonade,1 1 2 2 2 1
814,POEM1,broke smoke year dear sea mystery dark mark chiefs griefs repines mines hung young,1 1 2 2 3 3 4 4 5 5 6 6 7 7
815,POEM1,on babylon hell cell sign battleline poop sloop golds holds,1 1 2 2 3 3 4 4 5 5
816,POEM1,sea liberty hispania gloria austria free,1 1 2 2 2 1
817,POEM1,sheath wreath spain vain blade crusade,1 1 2 2 3 3
818,POEM0,praise accords days words earth sea birth thee wise cause tries pause scale nightingale,1 2 1 2 3 4 3 4 5 6 5 6 7 7
819,POEM1,love fame name glove dove flame came rove pass unadored brass word glass lord,1 2 2 1 1 2 2 1 3 4 3 4 5 5
820,POEM2,air wold old fair care overbold gold there noon firs forgot moon harvesters not,1 2 2 1 1 2 2 1 3 4 5 3 4 5
821,POEM3,fret throne stone regret debt gone own set eyes reed sounds histories wounds bleed,1 2 2 1 1 2 2 1 3 4 5 3 5 4
822,POEM4,green white delight clean hyaline sight bright been ours lovingcup rose snows yours up,1 2 2 1 1 2 2 1 3 4 5 5 3 4
823,POEM5,sleep lay day sheep deep pray way weep cry nurse manager curse die her,1 2 2 1 1 2 2 1 3 4 5 4 3 5
824,POEM6,battlements white night instruments vents delight light rents moon pelf kings soon himself things,1 2 2 1 1 2 2 1 3 4 5 3 4 5
825,POEM7,gold weather tether old bold feather together told you radiance son you countenance on,1 2 2 1 1 2 2 1 3 4 5 3 4 5
826,POEM8,dead shows close said head rose woes read abhorrd sent hilt content built lord,1 2 2 1 1 2 2 1 3 4 5 4 5 3
827,POEM9,may down town array away gown crown clay thine place hand wine pace understand,1 2 2 1 1 2 2 1 3 4 5 3 4 5
828,POEM10,hell uncomforted sped asphodel tell dread dead bell eyes amaze lips paradise bays ships,1 2 2 1 1 2 2 1 3 4 5 3 4 5
829,POEM11,bears solitude blood lairs wears motherhood good heirs west gold drest behold sold breast,1 2 2 1 1 2 2 1 3 4 3 4 4 3
830,POEM12,bell beds heads citadel miracle spreads reds hell styx schism dark aneurism six lark,1 2 2 1 1 2 2 1 3 4 5 4 3 5
831,POEM13,death place face breath staith grace race encompasseth yet him therefor grim set conqueror,1 2 2 1 1 2 2 1 3 4 5 4 3 5
832,POEM14,go alone moan woe blow groan stone know befall past alloy downcast joy call,1 2 2 1 1 2 2 1 3 4 5 4 5 3
833,POEM15,men beast least reign slain feast east again rose dew shows lawn you dawn,1 2 2 1 1 2 2 1 3 4 3 5 4 5
834,POEM16,him most lost dim grim coast host seraphim dust not departs forgot trust hearts,1 2 2 1 1 2 2 1 3 4 5 4 3 5
835,POEM17,set time rhyme net yet chime prime juliet square hat coat hair fat vote,1 2 2 1 1 2 2 1 3 4 5 3 4 5
836,POEM18,disdains down own chains pains halfcrown sown wains them stand eyes phlegm paradise hand,1 2 2 1 1 2 2 1 3 4 5 3 5 4
837,POEM19,down rose glows gown town blows throws own wood swan are solitude wan star,1 2 2 1 1 2 2 1 3 4 5 3 4 5
838,POEM20,fine grin sin repine sign thin spin ninetynine chest crib miss best rib is,1 2 2 1 1 2 2 1 3 4 5 3 4 5
839,POEM21,knaves pence eloquence staves braves thence sense graves excellent prize load spent minories road,1 2 2 1 1 2 2 1 3 4 5 3 4 5
840,POEM22,light bands stands right bright commands brands night yell zest jew hell west knew,1 2 2 1 1 2 2 1 3 4 5 3 4 5
841,POEM23,keeps babylon agone sleeps deeps con won weeps embroideries crown lust wise down anddust,1 2 2 1 1 2 2 1 3 4 5 3 4 5
842,POEM24,night wraith death light might staggereth saith white dun thrust fine sun dust mine,1 2 2 1 1 2 2 1 3 4 5 3 4 5
843,POEM25,worn pen men scorn thorn ten again born breath night death light uttereth womenfight,1 2 2 1 1 2 2 1 3 4 5 4 3 4
844,POEM26,me love flame thee,1 2 3 1
845,POEM26,rose white snow goes,1 2 3 1
846,POEM26,me excellence myrrh she,1 2 3 1
847,POEM26,old joy light gold,1 2 3 1
848,POEM26,door me them poor,1 2 3 1
849,POEM26,drest bears us best,1 2 3 1
850,POEM26,lies house dim eyes,1 2 3 1
851,POEM26,there life delight fair,1 2 3 1
852,POEM26,wait door one state,1 2 3 1
853,POEM26,blue therein babe too,1 2 3 1
854,POEM26,rose rose house close,1 2 3 1
